# ----------------------------------------
# Páginas y pantallas: Ruta de página y clase de pantalla
# Cuenta: Vulcano S.A.
# Propiedad: B2C ARG
# ----------------------------------------
# 
# Todos los usuarios
# Fecha de inicio: 20250301
# Fecha de finalización: 20250331
Título de página y clase de pantalla,Porcentaje de rebote,Vistas,Eventos clave,Total de usuarios,Usuarios recurrentes,Usuarios nuevos,Usuarios activos,Vistas por usuario activo,Tiempo de interacción medio por usuario activo,Número de eventos
"Resultados para ""BAE 1HP """,0,1,0,1,1,0,1,1,34,5
"Resultados para ""BAE vs BAP """,0,1,0,1,0,0,1,1,30,3
"Resultados para ""BAE75 """,0,1,0,1,1,0,1,1,10,4
"Resultados para ""BAP 050 """,0,1,0,1,0,0,1,1,16,3
"Resultados para ""BAP 100 """,0,1,0,1,0,0,1,1,30,5
"Resultados para ""BAP 125 """,0,1,0,1,0,0,1,1,2,3
"Resultados para ""BARAND """,0,1,0,1,1,0,1,1,6,5
"Resultados para ""BARREFONDO """,0,2,0,2,1,0,2,1,6,6
"Resultados para ""BAT """,0,2,0,1,1,0,1,2,58,9
"Resultados para ""BIO """,0,1,0,1,1,0,1,1,1,3
"Resultados para ""BOBMA CALOR """,0,1,0,1,1,0,1,1,18,6
"Resultados para ""BOMBA """,0,1,0,1,1,0,1,1,12,4
"Resultados para ""BOMBA 12V """,0,1,0,1,0,0,1,1,12,3
"Resultados para ""BOMBA 2 HP MONOFÁSICA MOTOR ITALIANO BLINDADO 105018 VULCANO """,0.5,1,0,1,1,0,1,1,0,4
"Resultados para ""BOMBA BAC 2.7 """,0,1,0,1,1,0,1,1,23,4
"Resultados para ""BOMBA BAE """,0,1,0,1,0,0,1,1,10,3
"Resultados para ""BOMBA BAE 100 """,0,1,0,1,1,0,1,1,9,3
"Resultados para ""BOMBA BAT """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""BOMBA DE CALOR """,0,1,0,1,1,0,1,1,7,3
"Resultados para ""BOMBA DE CALOR POOL-INVERTER 50 (12,5 KW) """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""BOMBA PARA ´PISCINA PREMIUM """,0,1,0,1,1,0,1,1,27,3
"Resultados para ""BOMBA PISCINA LACUS PL-75 """,0,1,0,1,1,0,1,1,10,5
"Resultados para ""BOMBAS DE CALOR """,0,1,0,1,1,0,1,1,14,4
"Resultados para ""BOQUILLA """,0.5,1,0,1,1,0,1,1,3,5
"Resultados para ""BOYA """,0,1,0,1,1,0,1,1,4,4
"Resultados para ""Bac """,0,10,0,2,2,0,2,5,24.5,29
"Resultados para ""Bac 050 """,0,1,0,1,0,0,1,1,14,3
"Resultados para ""Bae """,0,12,0,6,2,0,6,2,21,37
"Resultados para ""Bae 033 """,0,1,0,1,1,0,1,1,6,3
"Resultados para ""Bae 075 """,0,2,0,2,0,0,2,1,26.5,7
"Resultados para ""Bap 033 """,0,2,0,1,1,0,1,2,4,5
"Resultados para ""Bap 050 """,0,1,0,1,0,0,1,1,32,3
"Resultados para ""Bap 075 """,0,1,0,1,0,0,1,1,15,3
"Resultados para ""Baranda """,0,2,0,2,0,0,2,1,11,9
"Resultados para ""Baranda piscina """,0,2,0,1,0,0,1,2,57,12
"Resultados para ""Barre fondo """,0,7,0,3,1,0,3,2.3333333333333335,30.666666666666668,28
"Resultados para ""Barrefondo """,0,9,0,6,3,0,6,1.5,15.166666666666666,32
"Resultados para ""Barrefondo aluminio """,0,2,0,1,0,0,1,2,17,7
"Resultados para ""Barrefondo con ruedas y cepillo """,0,1,0,1,0,0,1,1,21,4
"Resultados para ""Barteññ """,0,3,0,1,0,0,1,3,10,13
"Resultados para ""Bat """,0,1,0,1,1,0,1,1,7,6
"Resultados para ""Bat bomba """,0,1,0,1,1,0,1,1,8,3
"Resultados para ""Bat75-2 """,0,1,0,1,0,0,1,1,5,3
"Resultados para ""Baññ """,0,3,0,1,0,0,1,3,4,11
"Resultados para ""Bimba vulcano picinas 50000 litros """,0,1,0,1,0,0,1,1,2,3
"Resultados para ""Blower """,0,1,0,1,0,0,1,1,11,3
"Resultados para ""Boma de agua """,0,1,0,1,0,0,1,1,11,3
"Resultados para ""Bomb de calor """,0,1,0,1,1,0,1,1,20,3
"Resultados para ""Bomba """,0,10,0,7,2,0,7,1.4285714285714286,43.142857142857146,42
"Resultados para ""Bomba 1.5 hp """,0.5,1,0,1,1,0,1,1,0,4
"Resultados para ""Bomba 1/2 hp """,0,1,0,1,0,0,1,1,12,4
"Resultados para ""Bomba 2kg """,0,1,0,1,0,0,1,1,0,2
"Resultados para ""Bomba 3 hp """,0,1,0,1,0,0,1,1,78,4
"Resultados para ""Bomba 3/4 """,0,4,0,2,0,0,2,2,24,14
"Resultados para ""Bomba Autocebante Vulcano Bae 100 1 Hp Piscina 106014 Pileta """,0,1,0,1,0,0,1,1,4,3
"Resultados para ""Bomba Bac 2 """,0,3,0,1,0,0,1,3,82,14
"Resultados para ""Bomba Bac 2 1 hp """,0,1,0,1,0,0,1,1,25,4
"Resultados para ""Bomba Bae """,0,1,0,1,0,0,1,1,5,3
"Resultados para ""Bomba Bar """,0,1,0,1,0,0,1,1,5,5
"Resultados para ""Bomba autocebante 1 """,0,2,0,1,1,0,1,2,4,6
"Resultados para ""Bomba bae """,0,2,0,1,1,0,1,2,10,11
"Resultados para ""Bomba bae 0.5 hp """,0,1,0,1,0,0,1,1,12,4
"Resultados para ""Bomba bae 100 """,0,3,0,1,1,0,1,3,11,9
"Resultados para ""Bomba bae 125 """,0,2,0,1,0,0,1,2,131,9
"Resultados para ""Bomba bar """,0,1,0,1,0,0,1,1,18,4
"Resultados para ""Bomba calor """,0,4,0,2,1,0,2,2,10,12
"Resultados para ""Bomba de calor """,0,5,0,5,3,0,5,1,14.8,17
"Resultados para ""Bomba de combustible """,0,7,0,1,0,0,1,7,48,25
"Resultados para ""Bomba inverter """,0,5,0,2,1,0,2,2.5,20,18
"Resultados para ""Bomba nae 0,50 """,0,1,0,1,1,0,1,1,13,3
"Resultados para ""Bomba para l8mpiar circuitos de agua """,0,1,0,1,0,0,1,1,6,4
"Resultados para ""Bomba para pileta Vulcano de 1,5 hp """,0,4,0,2,0,1,2,2,26,15
"Resultados para ""Bomba para piscina """,0,1,0,1,1,0,1,1,104,4
"Resultados para ""Bomba pileta """,0,1,0,1,0,0,1,1,34,7
"Resultados para ""Bomba piscina """,0,2,0,2,0,0,2,1,49,6
"Resultados para ""Bomba pool 110 """,0,3,0,1,1,0,1,3,26,14
"Resultados para ""Bomba pool 110 wifi """,0,3,0,1,1,0,1,3,29,10
"Resultados para ""Bomba y filtro """,0,1,0,1,0,0,1,1,23,3
"Resultados para ""Bombas """,0,3,0,2,2,0,2,1.5,8.5,11
"Resultados para ""Bombas para picinas """,0,1,0,1,0,0,1,1,50,3
"Resultados para ""Bompa """,0,1,0,1,0,0,1,1,13,6
"Resultados para ""Bonba centrfuga """,0,1,0,1,0,0,1,1,11,3
"Resultados para ""Boquilla Impulsión / Aspiración """,0.25,3,0,1,1,0,1,3,19,14
"Resultados para ""Boquillas """,0,2,0,1,0,0,1,2,16,11
"Resultados para ""Boya """,0,10,0,3,1,0,3,3.3333333333333335,66.33333333333333,46
"Resultados para ""Boya dosificadora """,0,1,0,1,0,0,1,1,2,3
"Resultados para ""Boyas """,0,1,0,1,0,0,1,1,18,5
"Resultados para ""Brasil """,0,1,0,1,1,0,1,1,0,2
"Resultados para ""Brasil""",0,0,0,1,1,0,1,0,30,2
"Resultados para ""Brida """,0,3,0,1,0,0,1,3,38,11
"Resultados para ""Brinda """,0,2,0,1,0,0,1,2,12,7
"Resultados para ""Buje """,0,3,0,1,1,0,1,3,25,10
"Resultados para ""C """,0,2,0,1,0,0,1,2,18,7
"Resultados para ""CABEZAL """,0,1,0,1,1,0,1,1,96,5
"Resultados para ""CAJA """,0,1,0,1,0,0,1,1,14,6
"Resultados para ""CAJA CONEXIÓN ESTANCA P/LUMINARIAS C/PRESA CABLE """,0,1,0,1,1,0,1,1,1,3
"Resultados para ""CAJA DE """,0,1,0,1,1,0,1,1,5,5
"Resultados para ""CAJA DE CONEXION """,0,1,0,1,1,0,1,1,18,5
"Resultados para ""CANASTO """,0,3,0,2,2,0,2,1.5,167,14
"Resultados para ""CANASTO P/BOMBAS BAP """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""CAPACITOR """,0,3,0,2,2,0,2,1.5,9.5,9
"Resultados para ""CAPILLO """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""CARGA """,0,1,0,1,1,0,1,1,20,6
"Resultados para ""CARRO """,0,1,0,1,1,0,1,1,0,2
"Resultados para ""CARROS """,0,1,0,1,1,0,1,1,6,3
"Resultados para ""CARTUCHO """,0,1,0,1,1,0,1,1,18,3
"Resultados para ""CASCA """,0,1,0,1,1,0,1,1,7,3
"Resultados para ""CASCADA """,0,11,0,4,3,1,4,2.75,22.25,40
"Resultados para ""CASCADA RIVERA """,0,1,0,1,1,0,1,1,10,3
"Resultados para ""CASCADAS """,0,1,0,1,1,0,1,1,2,5
"Resultados para ""CASILLA """,0,2,0,2,2,0,2,1,4,6
"Resultados para ""CATALOGO """,0,1,0,1,1,0,1,1,2,4
"Resultados para ""CENTRIFUGA """,0,1,0,1,1,0,1,1,6,3
"Resultados para ""CEPILLO """,0,1,0,1,1,0,1,1,81,4
"Resultados para ""CEPILLO CURVO SOPORTE PLASTICO 46 CM - CERDAS PP """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""CERAMICA """,0,1,0,1,1,0,1,1,21,5
"Resultados para ""CLIMATIZACION """,0,1,0,1,1,0,1,1,29,5
"Resultados para ""CLORADO """,0,1,0,1,0,0,1,1,7,5
"Resultados para ""CLORADOR """,0,1,0,1,1,0,1,1,61,5
"Resultados para ""CLORADOR AUTOMÁTICO """,0,1,0,1,0,0,1,1,3,4
"Resultados para ""CLORO """,0,1,0,1,0,0,1,1,4,4
"Resultados para ""CLORO 90 """,0,1,0,1,1,0,1,1,19,3
"Resultados para ""CO11005985 """,0,2,0,1,1,0,1,2,227,9
"Resultados para ""CODO """,0,1,0,1,1,0,1,1,7,3
"Resultados para ""CONEXION """,0,3,0,3,2,0,3,1,12,17
"Resultados para ""CONTRO """,0,1,0,1,1,0,1,1,17,4
"Resultados para ""CONTROL REMOTO """,0,1,0,1,0,0,1,1,7,3
"Resultados para ""CONTROLADOR """,0,1,0,1,1,0,1,1,8,4
"Resultados para ""CUARZO """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""CUBRE """,0,1,0,1,1,0,1,1,1,3
"Resultados para ""Cabezal """,0,2,0,2,0,0,2,1,29.5,7
"Resultados para ""Cabezal completo vc30 """,0,3,0,1,0,0,1,3,44,12
"Resultados para ""Cabezal filtro """,0,3,0,1,1,0,1,3,37,13
"Resultados para ""Cabezal vc30 """,0,4,0,1,0,0,1,4,38,17
"Resultados para ""Cabezal vulcano """,0,3,0,1,1,0,1,3,50,10
"Resultados para ""Canasta """,0,2,0,2,0,0,2,1,33.5,6
"Resultados para ""Canasto """,0,3,0,2,0,0,2,1.5,17.5,11
"Resultados para ""Capacitador 14f """,0,2,0,1,1,0,1,2,43,9
"Resultados para ""Capacitor """,0,11,0,7,0,0,7,1.5714285714285714,83,34
"Resultados para ""Carga filtrante vc 30 """,0,1,0,1,0,0,1,1,15,3
"Resultados para ""Carga filtrante vc30 """,0,2,0,1,1,0,1,2,42,6
"Resultados para ""Carga filtrante vc50 """,0,1,0,1,1,0,1,1,9,3
"Resultados para ""Carga para filtro v20 """,0,1,0,1,0,0,1,1,13,3
"Resultados para ""Cargas filtrantes """,0,1,0,1,0,0,1,1,11,3
"Resultados para ""Carrete """,0,1,0,1,0,0,1,1,4,4
"Resultados para ""Carrinho """,0,3,0,1,1,0,1,3,16,10
"Resultados para ""Carro """,0,2,0,1,1,0,1,2,7,5
"Resultados para ""Cartucho """,0,1,0,1,0,0,1,1,22,4
"Resultados para ""Casc """,0,1,0,1,1,0,1,1,32,3
"Resultados para ""Cascada """,0,9,0,9,4,0,9,1,19.22222222222222,31
"Resultados para ""Cascada de acero inox """,0,1,0,1,0,0,1,1,14,5
"Resultados para ""Cascada laminar 40 cm """,0,1,0,1,0,0,1,1,11,3
"Resultados para ""Cascada piscina """,0,1,0,1,0,0,1,1,42,7
"Resultados para ""Cascada ri """,0,1,0,1,1,0,1,1,14,3
"Resultados para ""Cascadas """,0,1,0,1,1,0,1,1,8,4
"Resultados para ""Cascsa """,0,2,0,1,0,0,1,2,26,10
"Resultados para ""Catálogo """,0,1,0,1,0,0,1,1,15,4
"Resultados para ""Cepillo """,0,4,0,2,1,0,2,2,17.5,18
"Resultados para ""Cepillo con redas """,0,1,0,1,0,0,1,1,0,2
"Resultados para ""Cepillo curvo """,0,7,0,2,1,0,2,3.5,77,35
"Resultados para ""Cepillo curvo 26 cm """,0,3,0,1,0,0,1,3,29,12
"Resultados para ""Cepillo curvo 29 """,0,1,0,1,0,0,1,1,61,7
"Resultados para ""Cepillo curvo media luna """,0,1,0,1,0,0,1,1,18,5
"Resultados para ""Cepillo platico """,0,2,0,1,1,0,1,2,20,9
"Resultados para ""Cepillo recto """,0,2,0,1,1,0,1,2,65,12
"Resultados para ""Cepillo sin bastidor de aluminio repuesto """,0,1,0,1,0,0,1,1,39,3
"Resultados para ""Cepillos """,0,2,0,1,0,0,1,2,32,6
"Resultados para ""Chupa barre fondo """,0,1,0,1,0,0,1,1,15,6
"Resultados para ""Clarificante """,0,1,0,1,0,0,1,1,23,4
"Resultados para ""Clorador """,0,4,0,2,1,0,2,2,14.5,13
"Resultados para ""Cloro """,0,3,0,3,0,0,3,1,32.666666666666664,14
"Resultados para ""Cloro granulado """,0,2,0,1,0,0,1,2,30,5
"Resultados para ""Cobertor """,0,1,0,1,0,0,1,1,20,5
"Resultados para ""Cobertpr """,0,1,0,1,0,0,1,1,2,4
"Resultados para ""Como se usa ? """,0.5,1,0,1,1,0,1,1,0,4
"Resultados para ""Condensador """,0,1,0,1,0,0,1,1,26,4
"Resultados para ""Contacto """,0,1,0,1,0,0,1,1,9,4
"Resultados para ""Contra corriente """,0,1,0,1,0,0,1,1,10,3
"Resultados para ""Control remoto """,0,1,0,1,0,0,1,1,58,9
"Resultados para ""Controlador """,0,7,0,3,2,0,3,2.3333333333333335,117.33333333333333,32
"Resultados para ""Controlador 4amp """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""Cuerpo """,0,2,0,1,1,0,1,2,21,8
"Resultados para ""Cuerpo autocebante bac 200 """,0,1,0,1,0,0,1,1,13,5
"Resultados para ""Código: 117003 """,0,1,0,1,1,0,1,1,10,3
"Resultados para ""Código: 117008 hormigon 1 1/2 """,0,1,0,1,1,0,1,1,36,9
"Resultados para ""DDOSIFICADOR """,0,1,0,1,0,0,1,1,3,6
"Resultados para ""DOBLE """,0,1,0,1,1,0,1,1,9,5
"Resultados para ""DOSIFICA """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""DOSIFICADOR """,0,1,0,1,0,0,1,1,24,5
"Resultados para ""DR """,0,1,0,1,1,0,1,1,11,6
"Resultados para ""DRENO """,0,2,0,1,1,0,1,2,10,10
"Resultados para ""DUCHA """,0,1,0,1,1,0,1,1,31,8
"Resultados para ""Decantador """,0,2,0,2,1,0,2,1,11.5,5
"Resultados para ""Decantsdor """,0,1,0,1,0,0,1,1,6,5
"Resultados para ""Deck """,0,2,0,2,0,1,2,1,1,8
"Resultados para ""Diagrama filtros """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""Difusor """,0,6,0,3,1,0,3,2,12.666666666666666,17
"Resultados para ""Difusor bomba 1/3 """,0,1,0,1,0,0,1,1,36,5
"Resultados para ""Direcci9n """,0,2,0,1,1,0,1,2,15,6
"Resultados para ""Disco """,0,1,0,1,1,0,1,1,21,3
"Resultados para ""Distribuidor """,0,1,0,1,0,0,1,1,0,2
"Resultados para ""Distribuidores """,0,1,0,1,0,0,1,1,11,3
"Resultados para ""Donde comprar """,0,1,0,1,0,0,1,1,7,3
"Resultados para ""Dosificador de cloro """,0,2,0,1,1,0,1,2,13,6
"Resultados para ""Ducha """,0,2,0,1,1,0,1,2,25,10
"Resultados para ""Duchas """,0,1,0,1,0,0,1,1,7,3
"Resultados para ""ELECTROB CENTRIFUGA 1 HP NACIONAL """,0,2,0,2,0,1,2,1,25.5,8
"Resultados para ""ELECTROBOMBA """,0,1,0,1,1,0,1,1,21,6
"Resultados para ""ELECTROBOMBA AUTOCEB.PREMIUM BAE 1.HP 220V """,0,1,0,1,1,0,1,1,8,3
"Resultados para ""EMPALME """,0,1,0,1,1,0,1,1,20,3
"Resultados para ""ESCA """,0,1,0,1,1,0,1,1,10,5
"Resultados para ""ESCALERA """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""ESKIMM P F """,0,1,0,1,1,0,1,1,9,4
"Resultados para ""ESKIMMER """,0,1,0,1,1,0,1,1,117,4
"Resultados para ""ESPINA """,0.5,1,0,1,1,0,1,1,6,3
"Resultados para ""Electrobomba """,0,1,0,1,1,0,1,1,6,4
"Resultados para ""Electronomba bac """,0,1,0,1,1,0,1,1,7,4
"Resultados para ""Electronomba bac de 3 hp trifasico """,0,3,0,1,1,0,1,3,23,16
"Resultados para ""Enrollados """,0,3,0,1,0,0,1,3,3,9
"Resultados para ""Equipo de mantencion """,0,2,0,1,0,0,1,2,34,10
"Resultados para ""Escal """,0,1,0,1,0,0,1,1,39,5
"Resultados para ""Escalera """,0,4,0,4,2,0,4,1,18,14
"Resultados para ""Estator de bomba """,0,1,0,1,0,0,1,1,8,4
"Resultados para ""Extensor """,0,1,0,1,1,0,1,1,12,3
"Resultados para ""FILTRO """,0,4,0,4,2,0,4,1,7.25,18
"Resultados para ""FILTRO PARA PILETAS """,0,1,0,1,0,1,1,1,0,4
"Resultados para ""FILTRO VC """,0,2,0,2,2,0,2,1,26,7
"Resultados para ""FILTRO VC-200 22,1M3/H 780 MM #139924 VULCANO """,0,1,0,1,1,0,1,1,12,4
"Resultados para ""FILTROS """,0,1,0,1,1,0,1,1,6,4
"Resultados para ""FLEXIB """,0,1,0,1,1,0,1,1,8,5
"Resultados para ""FLEXIBLE """,0,1,0,1,1,0,1,1,6,4
"Resultados para ""FONDO """,0,2,0,2,2,0,2,1,15.5,10
"Resultados para ""Fiktro """,0,2,0,1,0,0,1,2,16,11
"Resultados para ""Filtro """,0,33,0,19,9,0,19,1.736842105263158,19.57894736842105,138
"Resultados para ""Filtro VC-200 """,0,1,0,1,0,0,1,1,23,7
"Resultados para ""Filtro Vc 50 """,0,1,0,1,0,0,1,1,7,3
"Resultados para ""Filtro arena """,0,1,0,1,0,0,1,1,18,4
"Resultados para ""Filtro cartucho """,0,1,0,1,0,0,1,1,16,5
"Resultados para ""Filtro para purificador de natatorio """,0,2,0,1,0,0,1,2,27,8
"Resultados para ""Filtro piscina """,0,1,0,1,0,0,1,1,20,4
"Resultados para ""Filtro purificador """,0,1,0,1,1,0,1,1,5,3
"Resultados para ""Filtro repuesto """,0,1,0,1,0,0,1,1,0,2
"Resultados para ""Filtro skimer """,0,2,0,1,1,0,1,2,16,8
"Resultados para ""Filtro skimmer """,0,2,0,1,1,0,1,2,7,6
"Resultados para ""Filtro vc """,0,2,0,2,1,0,2,1,1,5
"Resultados para ""Filtro vc-250 """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""Filtrobportatil con carro """,0,2,0,1,1,0,1,2,7,5
"Resultados para ""Filtros """,0,3,0,3,2,0,3,1,41.333333333333336,14
"Resultados para ""Fimtro de pelos """,0,3,0,1,0,0,1,3,24,9
"Resultados para ""Foco """,0,1,0,1,0,0,1,1,111,3
"Resultados para ""Focos """,0,2,0,1,1,0,1,2,60,7
"Resultados para ""Frente skymer """,0,1,0,1,0,0,1,1,3,3
"Resultados para ""Frente sumergido """,0,3,0,1,0,0,1,3,30,16
"Resultados para ""Fuente de poder """,0,1,0,1,1,0,1,1,15,4
"Resultados para ""Furnte """,0,3,0,1,1,0,1,3,20,9
"Resultados para ""GAS """,0,1,0,1,0,0,1,1,9,4
"Resultados para ""GRIEGA """,0,1,0,1,1,0,1,1,5,5
"Resultados para ""GUARDA """,0,1,0,1,1,0,1,1,26,10
"Resultados para ""Garantias """,0,1,0,1,0,0,1,1,7,4
"Resultados para ""H vulcano bomba """,0,1,0,1,0,0,1,1,11,3
"Resultados para ""HB-300 """,0,1,0,1,0,0,1,1,5,3
"Resultados para ""HIDROMASAJE """,0.25,3,0,3,2,0,3,1,12,13
"Resultados para ""HIDROMASAJEADOR """,0,1,0,1,1,0,1,1,17,4
"Resultados para ""HO """,0,1,0,1,1,0,1,1,3,5
"Resultados para ""Hidro jet """,0,1,0,1,1,0,1,1,168,3
"Resultados para ""Hidrojet """,0,2,0,1,1,0,1,2,94,7
"Resultados para ""Hidromasajeador """,0,1,0,1,1,0,1,1,42,9
"Resultados para ""Hidromasajeadores """,0,3,0,1,0,0,0,0,0,9
"Resultados para ""Horqueta limpiafondo """,0,1,0,1,0,0,1,1,26,4
"Resultados para ""IMPLU """,0,1,0,1,1,0,1,1,18,5
"Resultados para ""IMPUL """,0,1,0,1,1,0,1,1,16,4
"Resultados para ""IMPULSOR """,0,2,0,2,1,1,2,1,19.5,10
"Resultados para ""IMPULSOR 1.00 HP """,0,1,0,1,0,0,1,1,37,8
"Resultados para ""IMPULSOR 1.00 HP 23900E """,0,1,0,1,0,0,1,1,6,3
"Resultados para ""IMPULSOR 1HP """,0.5,1,0,1,1,0,1,1,0,5
"Resultados para ""INCA """,0,1,0,1,1,0,1,1,7,5
"Resultados para ""INVERT """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""INVERTER """,0,2,0,2,2,0,2,1,18.5,7
"Resultados para ""IONIZADOR """,0,3,0,3,1,0,3,1,8,9
"Resultados para ""Id """,0,1,0,1,0,0,1,1,3,4
"Resultados para ""Iio """,0,1,0,1,0,0,1,1,12,5
"Resultados para ""Iluminacion """,0,1,0,1,0,0,1,1,60,3
"Resultados para ""Iluminación piscina """,0,1,0,1,0,0,1,1,58,6
"Resultados para ""Impulsor """,0,2,0,2,0,0,2,1,13.5,6
"Resultados para ""Impulsor bac2 """,0,1,0,1,1,0,1,1,12,3
"Resultados para ""Inversa """,0,1,0,1,0,0,1,1,5,3
"Resultados para ""Inverter """,0,2,0,1,1,0,1,2,15,6
"Resultados para ""Ionificador """,0,1,0,1,0,0,1,1,4,4
"Resultados para ""Ionizador """,0,14,0,10,3,0,10,1.4,7.2,42
"Resultados para ""Ionizador solar """,0,3,0,1,1,0,1,3,33,8
"Resultados para ""Ionizarle """,0,1,0,1,0,0,1,1,5,5
"Resultados para ""JUNTA BAT """,0,1,0,1,1,0,1,1,9,4
"Resultados para ""JUNTA BLANCA """,0,1,0,1,1,0,1,1,6,3
"Resultados para ""JUNTA TUERCA """,0,1,0,1,1,0,1,1,31,6
"Resultados para ""Jacu """,0,1,0,1,1,0,1,1,8,3
"Resultados para ""Jet """,0,2,0,2,0,0,2,1,7,6
"Resultados para ""Jets """,0,2,0,1,1,0,1,2,22,6
"Resultados para ""Junta Estrella """,0,1,0,1,1,0,1,1,9,5
"Resultados para ""Junta Estrella Vulcano """,0,1,0,1,0,0,1,1,35,6
"Resultados para ""Junta Oring Repuesto Tapa Interior Skimmer Vulcano Piscina """,0,1,0,1,0,0,1,1,56,5
"Resultados para ""K119011 """,0,1,0,1,1,0,1,1,2,4
"Resultados para ""KIT ANALIZADOR """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""Kid de instalación para pileta de ormigon """,0,3,0,1,0,0,1,3,12,11
"Resultados para ""Kit """,0,1,0,1,0,0,1,1,16,3
"Resultados para ""LABORAT """,0,1,0,1,1,0,1,1,4,6
"Resultados para ""LABORATORIO """,0,1,0,1,1,0,1,1,10,4
"Resultados para ""LAMINAS """,0,1,0,1,1,0,1,1,13,4
"Resultados para ""LED """,0,1,0,1,1,0,1,1,24,6
"Resultados para ""LIMPIAFO """,0,1,0,1,1,0,1,1,5,3
"Resultados para ""LIMPIAFONDO """,0.3333333333333333,2,0,2,0,0,2,1,9.5,8
"Resultados para ""LIMPIAFONDO ALUMINIO """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""LIQUIDO ALGUICIDA """,0,1,0,1,0,0,1,1,15,5
"Resultados para ""LOSETA """,0,1,0,1,1,0,1,1,54,4
"Resultados para ""LOSETAS """,0,1,0,1,1,0,1,1,2,4
"Resultados para ""LUCES """,0,1,0,1,1,0,1,1,15,6
"Resultados para ""LUMI POOL """,0,1,0,1,0,0,1,1,7,3
"Resultados para ""LUMIP """,0,1,0,1,1,0,1,1,27,7
"Resultados para ""LUMIPOOL """,0.3333333333333333,3,0,2,2,0,2,1.5,75.5,12
"Resultados para ""LUZ """,0,1,0,1,1,0,1,1,41,6
"Resultados para ""Labiratorio """,0,1,0,1,0,0,1,1,8,5
"Resultados para ""Laboratorio """,0,1,0,1,0,0,1,1,8,5
"Resultados para ""Lamina """,0,3,0,1,1,0,1,3,18,9
"Resultados para ""Led rgbd """,0,1,0,1,0,0,1,1,10,3
"Resultados para ""Limoia fondo """,0,2,0,1,0,0,1,2,17,11
"Resultados para ""Limoia fondo inalámbrico """,0,2,0,1,0,0,1,2,12,10
"Resultados para ""Limp """,0,1,0,1,0,0,1,1,14,3
"Resultados para ""Limpeza """,0,2,0,1,0,0,1,2,5,9
"Resultados para ""Limpia """,0,3,0,2,0,0,2,1.5,15.5,13
"Resultados para ""Limpia fondo """,0,11,0,4,1,0,4,2.75,18.75,42
"Resultados para ""Limpia fondo 8 ruedas """,0,2,0,1,0,0,1,2,36,8
"Resultados para ""Limpia fondo Ventura """,0,2,0,1,0,0,1,2,27,8
"Resultados para ""Limpia fondo curvo """,0,1,0,1,0,0,1,1,10,5
"Resultados para ""Limpia fondo inalámbrico """,0,1,0,1,0,0,1,1,45,3
"Resultados para ""Limpia fondo media luna """,0,3,0,1,0,0,1,3,40,12
"Resultados para ""Limpia fondo medio lazo """,0,2,0,1,0,0,1,2,10,7
"Resultados para ""Limpia fondo8 ruedas """,0,1,0,1,0,0,1,1,15,5
"Resultados para ""Limpia media Lina """,0,1,0,1,0,0,1,1,11,5
"Resultados para ""LimpiaFondo media Lina """,0,1,0,1,0,0,1,1,9,6
"Resultados para ""Limpiafondo """,0,6,0,4,1,0,4,1.5,24.5,22
"Resultados para ""Limpiafondo curvo """,0,1,0,1,0,0,1,1,18,5
"Resultados para ""Limpiafondo media luna """,0,4,0,1,0,0,1,4,94,26
"Resultados para ""Limpiafondo venturi """,0,1,0,1,0,0,1,1,30,6
"Resultados para ""Limpiafonfopuesto cepillo limpiafondo """,0,4,0,1,0,0,1,4,13,14
"Resultados para ""Limpianfondo """,0,1,0,1,0,0,1,1,4,3
"Resultados para ""Liner """,0,1,0,1,1,0,1,1,16,4
"Resultados para ""Listel ceramico """,0,1,0,1,0,0,1,1,9,4
"Resultados para ""Llave P/ Tuerca Tapa Visor Bomba Bae S2000 Vulcano """,0,1,0,1,0,0,1,1,0,2
"Resultados para ""Lona """,0,2,0,1,0,0,1,2,7,7
"Resultados para ""Loseta atermica """,0,1,0,1,1,0,1,1,169,4
"Resultados para ""Luces """,0,9,0,5,2,0,5,1.8,33.8,32
"Resultados para ""Luces de acero """,0,1,0,1,1,0,1,1,56,6
"Resultados para ""Luminaria acero """,0,1,0,1,0,0,1,1,6,3
"Resultados para ""Lumipool """,0,3,0,1,1,0,1,3,53,9
"Resultados para ""Luz """,0,2,0,2,1,0,2,1,29,6
"Resultados para ""Luz led blanca """,0,2,0,1,1,0,1,2,40,9
"Resultados para ""Luz power led """,0,1,0,1,0,0,1,1,52,5
"Resultados para ""Luz powerled """,0,2,0,1,0,0,1,2,57,10
