# ----------------------------------------
# Páginas y pantallas: Ruta de página y clase de pantalla
# Cuenta: Vulcano S.A.
# Propiedad: B2C ARG
# ----------------------------------------
# 
# Todos los usuarios
# Fecha de inicio: 20250301
# Fecha de finalización: 20250331
Título de página y clase de pantalla,Porcentaje de rebote,Vistas,Eventos clave,Total de usuarios,Usuarios recurrentes,Usuarios nuevos,Usuarios activos,Vistas por usuario activo,Tiempo de interacción medio por usuario activo,Número de eventos
Cubierta KLASIK C - Pino - Vulcano SA,0,16,0,14,4,6,14,1.1428571428571428,26.071428571428573,43
Cubiertas para piscinas archivos - Vulcano SA,0,55,0,44,22,5,44,1.25,34.43181818181818,158
Cubre ventilador - Vulcano SA,0.125,11,0,7,3,0,7,1.5714285714285714,17.142857142857142,20
Cubre ventilador plástico para motor - Vulcano SA,0,19,0,5,3,2,5,3.8,105,40
Cuchara dosificadora - 20 g - Vulcano SA,0.07142857142857142,13,0,13,2,8,13,1,10.846153846153847,48
Cuerpo 2 vías con boca para pegar - Vulcano SA,0,4,0,3,1,1,3,1.3333333333333333,18,11
Cuerpo 2 vías con boca para roscar - Vulcano SA,0,1,0,1,1,0,1,1,15,4
Cuerpo 3 vías con boca para pegar - Vulcano SA,0.2,4,0,2,2,0,2,2,11.5,13
Cuerpo 3 vías con boca para roscar - Vulcano SA,0,1,0,1,1,0,1,1,11,3
Cuerpo BAC - Vulcano SA,0,3,0,3,1,1,3,1,10.666666666666666,8
Cuerpo BAD 0.50 / 0.75 / 1.00 - Vulcano SA,0,1,0,1,0,0,1,1,3,2
Cuerpo BAE / BAF 5L - Vulcano SA,0,10,0,9,3,2,9,1.1111111111111112,30,26
Cuerpo BAT - Vulcano SA,0,3,0,1,1,0,1,3,9,7
Cuerpo autocebante BAP - Vulcano SA,0,7,0,5,1,1,5,1.4,5.6,16
Cuerpo autocebante BAS - Vulcano SA,0,3,0,3,0,1,3,1,1.6666666666666667,7
Cuerpo de anclaje ducha - Vulcano SA,0,1,0,1,1,0,1,1,27,3
Cuerpo de anclaje escalera - Vulcano SA,0,5,0,3,3,0,3,1.6666666666666667,82.66666666666667,13
Cuerpo de caja de conexiones - Vulcano SA,0,1,0,1,0,1,1,1,0,3
Cuerpo de caja de conexiones BAD 125 - Vulcano SA,0,1,0,1,1,0,1,1,2,2
Cuerpo de caja de conexión - Monofásico - Vulcano SA,0,4,0,4,1,1,4,1,12.75,10
Cuerpo fundición gris ECM 0.50HP - Vulcano SA,0,6,0,5,2,0,5,1.2,11.6,12
Cuerpo fundición gris ECM 0.75 / 1.00HP - Vulcano SA,0,4,0,3,0,0,3,1.3333333333333333,4.333333333333333,8
Cuerpo intermedio BAC - Vulcano SA,0,2,0,2,1,0,1,2,15,5
Cuerpo intermedio BAE / BAP / BAF / BAD 5L - Vulcano SA,0,3,0,3,1,0,3,1,57,9
Cuerpo intermedio BAT - Vulcano SA,0,2,0,2,1,0,2,1,7,6
Cuerpo limpiafondo 8 ruedas - Vulcano SA,0,7,0,3,1,0,3,2.3333333333333335,55.666666666666664,16
Cuerpo limpiafondo venturi concintillo - Vulcano SA,0,3,0,2,0,0,2,1.5,40,7
Cuerpo marrón 6 vías s/junta - Vulcano SA,0,3,0,3,2,0,3,1,36,7
Cuerpo marrón 6 vías s/junta p/ unión doble - Vulcano SA,0,5,0,2,2,0,2,2.5,211.5,10
"Cuerpo marrón 6V 2"" - Vulcano SA",0,3,0,3,3,0,3,1,16.666666666666668,8
"Cuerpo multiválvula 6 vías 2"" - Vulcano SA",0,4,0,4,2,0,4,1,21.5,11
"Cuerpo mv 6 vías 1 1/2"" (con buje) - Vulcano SA",0,1,0,1,1,0,1,1,23,3
"Cuerpo mv 6 vías 1 1/2"" - Vulcano SA",0,2,0,1,1,0,1,2,110,6
Cuerpo para boquilla - Vulcano SA,0,1,0,1,1,0,1,1,16,4
Cuerpo para hidromasajeador - Vulcano SA,0,3,0,2,2,0,2,1.5,232.5,6
Cuerpo para retorno insertable ø44 - Vulcano SA,0,1,0,1,0,0,1,1,23,2
Cuerpo para retorno insertable ø45 - Vulcano SA,0,2,0,1,0,0,1,2,74,6
Cuerpo para succión antivortex - Vulcano SA,0,1,0,1,1,0,1,1,35,2
Cuerpo para unión doble HH pegar ø50 - Vulcano SA,0,2,0,2,2,0,2,1,13.5,6
Cuerpo para unión doble HH pegar ø63 - Vulcano SA,0,1,0,1,0,0,1,1,149,3
"Cuerpo para unión doble HH roscar 1 1/2"" - Vulcano SA",0,3,0,3,2,1,3,1,7.333333333333333,9
Cuerpo portalámpara p/luminaria orientable - Vulcano SA,0,1,0,1,1,0,1,1,5,3
Cuerpo principal - Zuipy - Vulcano SA,0,4,0,4,3,0,4,1,11,9
Cuerpo virola con aro para pegar - Vulcano SA,0,4,0,4,2,0,4,1,23.5,10
Cuerpo virola con aro para roscar - Vulcano SA,0,9,0,5,3,1,5,1.8,32.2,24
Cupla PN16 HH ø40 mm (para pegar) - Vulcano SA,0.16666666666666666,5,0,5,4,0,4,1.25,11,15
Cupla PN16 HH ø50 mm (para pegar) - Vulcano SA,0,1,0,1,1,0,1,1,5,4
Cupla PN16 HH ø63 mm (para pegar) - Vulcano SA,0,3,0,3,1,1,3,1,5,9
Cupla archivos - Vulcano SA,0.058823529411764705,16,0,16,8,0,16,1,42.875,31
Cupla de conexión - Vulcano SA,0.25,4,0,3,2,1,3,1.3333333333333333,23.666666666666668,14
Cupla porta sensor de temperatura - ø50 mm - Vulcano SA,0,9,0,6,1,4,6,1.5,8.166666666666666,20
Curva 90° PN16 HH ø40 mm (para pegar) - Vulcano SA,0,1,0,1,1,0,1,1,17,3
Curva archivos - Vulcano SA,0,10,0,9,5,0,9,1.1111111111111112,18.22222222222222,20
Decoración y confort archivos - Página 2 de 9 - Vulcano SA,0,1,0,1,1,0,1,1,0,2
Decoración y confort archivos - Página 3 de 9 - Vulcano SA,0,1,0,1,0,0,1,1,4,2
Decoración y confort archivos - Página 4 de 9 - Vulcano SA,0,2,0,1,0,0,1,2,34,4
Decoración y confort archivos - Página 5 de 9 - Vulcano SA,0,2,0,1,0,0,1,2,31,4
Decoración y confort archivos - Página 8 de 9 - Vulcano SA,0,5,0,1,0,0,1,5,5,6
Decoración y confort archivos - Página 9 de 9 - Vulcano SA,0,1,0,1,0,0,0,0,0,2
Decoración y confort archivos - Vulcano SA,0.047619047619047616,146,0,35,15,0,35,4.171428571428572,39.74285714285714,220
Deflector de goma 35 cm - Vulcano SA,0,3,0,3,2,0,3,1,25.333333333333332,9
Deflector de goma 48 cm - Vulcano SA,0,2,0,2,2,0,2,1,11,8
Deflector de goma 83 cm - Vulcano SA,0,1,0,1,1,0,1,1,24,4
Deshumidificadores archivos - Vulcano SA,0,32,0,23,14,2,23,1.391304347826087,6.826086956521739,77
Determinador de cloro (IM) - Vulcano SA,0,2,0,2,0,2,2,1,6.5,8
Determinador de cloro - Vulcano SA,0,11,0,10,3,5,10,1.1,55.7,35
Determinador de pH (IM) - Vulcano SA,0,2,0,2,0,0,2,1,14,5
Determinador de pH - Vulcano SA,0.07692307692307693,12,0,12,5,6,12,1,33.5,38
Difusor BAC - Vulcano SA,0.14285714285714285,6,0,5,4,0,5,1.2,3,17
Difusor BAE / BAP / BAS / BAT - Vulcano SA,0.07142857142857142,14,0,11,8,0,11,1.2727272727272727,26.636363636363637,35
Difusor BAE / BAP / BAS 0.33 - Vulcano SA,0,9,0,9,6,2,9,1,57,29
Difusor inferior - Vulcano SA,0.08333333333333333,13,0,8,4,5,8,1.625,14.25,36
Difusor para 1.25HP - Vulcano SA,0,5,0,2,0,0,2,2.5,108.5,12
Disco reflector AISI - Vulcano SA,0,1,0,1,1,0,1,1,6,4
Disinfection equipment archivos - Vulcano SA,0,0,0,1,1,0,1,0,12,1
Dosificadores de cloro archivos - Vulcano SA,0.017241379310344827,64,0,55,22,1,55,1.1636363636363636,32.945454545454545,145
Ducha bastón para piscina - Vulcano SA,0.1111111111111111,28,0,23,11,7,23,1.2173913043478262,16.869565217391305,75
Ducha solar para piscina hoja gris - Vulcano SA,0,19,0,13,6,1,13,1.4615384615384615,40.23076923076923,40
Duchas archivos - Vulcano SA,0.02857142857142857,40,0,30,16,1,30,1.3333333333333333,22.066666666666666,89
Electrodo de cobre para ionizador solar ION-100 - Vulcano SA,0.05714285714285714,38,0,33,14,15,32,1.1875,60.03125,129
Elementor #112275 - Vulcano SA,0,1,0,1,1,0,1,1,2,3
Empresa - Vulcano SA,0.01984126984126984,891,0,656,161,89,653,1.3644716692189893,28.294027565084228,2164
Equipo presurizador EPM 075 - Vulcano SA,0.11764705882352941,16,0,14,6,4,14,1.1428571428571428,44.57142857142857,45
Equipo presurizador EPM 100 - Vulcano SA,0,6,0,6,3,0,6,1,33.5,13
Equipos de desinfección archivos - Vulcano SA,0,65,0,48,20,0,48,1.3541666666666667,9.291666666666666,134
"Ergebnisse für ""Bae""",0,0,0,1,0,0,1,0,40,8
Ersatzteile - Vulcano SA,0,4,0,2,1,0,2,2,44,8
Escaleras archivos - Vulcano SA,0.029850746268656716,81,0,55,26,14,55,1.4727272727272727,30.509090909090908,237
Esfera 2 vías - Vulcano SA,0,1,0,1,0,0,1,1,7,2
Espiga de conexión a manguera de riego - Vulcano SA,0,2,0,1,1,0,1,2,31,5
Espina elástica corta p/ pie motor - Vulcano SA,0.5,2,0,1,1,1,1,2,8,10
Espina elástica p/pie motor BAC - Vulcano SA,0.5,4,0,2,2,1,2,2,22,14
Espina elástica para pie motor bombas BAE - Vulcano SA,0.25,3,0,3,1,2,3,1,13.333333333333334,10
Esponja multiuso fuerte - 15 cm - Vulcano SA,0,3,0,3,2,0,3,1,14,7
Esponja multiuso suave - 15 cm - Vulcano SA,0,8,0,6,4,0,6,1.3333333333333333,21,19
Estator bobinado - BAC 1.50HP - Vulcano SA,0,2,0,2,0,2,2,1,3,8
Estator bobinado - BAP 0.33 (AL) - Vulcano SA,0,2,0,2,1,0,2,1,9,3
Estator bobinado - BAP 0.50 (AL) - Vulcano SA,0,1,0,1,0,0,1,1,12,3
Estator bobinado - Monofásico - Vulcano SA,0,1,0,1,1,0,1,1,3,2
Estator bobinado 0.33HP - Monfásico - Vulcano SA,0,1,0,1,0,0,1,1,32,2
Estator bobinado 0.50HP - Monfásico - Vulcano SA,0.25,3,0,3,2,0,3,1,87.33333333333333,10
Estator bobinado 0.50HP - Monofásico - Vulcano SA,0,22,0,20,6,6,20,1.1,36,65
Estator bobinado 0.75HP - Monofásico - Vulcano SA,0,6,0,7,1,0,7,0.8571428571428571,24.285714285714285,13
Estator bobinado 1.00HP - Monofásico - Vulcano SA,0.02,53,0,48,6,6,47,1.127659574468085,28.48936170212766,133
Estator bobinado 1.00HP - Trifásico - Vulcano SA,0,14,0,13,3,0,13,1.0769230769230769,42.76923076923077,28
Estator bobinado 2.00HP - Monofásico - Vulcano SA,0,1,0,1,1,0,1,1,0,2
Estator bobinado BAD 0.50HP - Monofásico - Vulcano SA,0,1,0,1,1,0,1,1,14,2
Estator bobinado BAD 0.75HP - Monofásico - Vulcano SA,0.047619047619047616,21,0,20,5,13,20,1.05,19,73
Estator bobinado BAD 1.00HP - Monofásico - Vulcano SA,0,3,0,2,0,1,2,1.5,21.5,9
Etiqueta 3 vías - Vulcano SA,0,3,0,3,1,0,3,1,38.333333333333336,6
"Etiqueta 6 vías 1 1/2"" - Vulcano SA",0.25,15,0,8,7,1,8,1.875,41,49
"Etiqueta 6 vías 2"" - Vulcano SA",0,1,0,1,0,0,1,1,52,2
FV-250 Trampolinplattform - Vulcano SA,0,0,0,1,0,0,1,0,27,1
Filial Chile - Vulcano SA,0,0,0,2,0,0,2,0,12.5,2
Filter VC-100 für Schwimmbad - Vulcano SA,0,0,0,1,0,0,1,0,5,1
Filter VC-50 für Schwimmbad - Vulcano SA,0,0,0,1,0,0,1,0,235,1
Filter für Sodería archivos - Vulcano SA,0,0,0,1,1,0,1,0,13,1
Filterladung für VF-1000 - Vulcano SA,0,0,0,1,1,0,1,0,269,1
Filtración piscinas - Página 2 de 4 - Vulcano SA,0,8,0,2,2,0,2,4,28.5,12
Filtración piscinas - Página 3 de 4 - Vulcano SA,0,3,0,2,1,0,2,1.5,11,5
Filtración piscinas - Página 4 de 4 - Vulcano SA,0,1,0,1,1,0,1,1,10,2
Filtración piscinas - Vulcano SA,0.009345794392523364,185,0,95,39,0,95,1.9473684210526316,28.294736842105262,361
Filtración portátil - Vulcano SA,0,42,0,35,9,0,35,1.2,17.97142857142857,89
Filtração Portátil - Vulcano SA,0,0,0,1,0,0,1,0,35,2
Filtro HB-300 para piscina olímpica - Vulcano SA,0.04,28,0,23,8,8,23,1.2173913043478262,53.04347826086956,80
Filtro HB-400 para piscina olímpica - Vulcano SA,0.06666666666666667,14,0,14,6,5,14,1,240.07142857142858,41
Filtro HB-500 para piscina olímpica - Vulcano SA,0,15,0,9,5,1,9,1.6666666666666667,40,34
Filtro VB-300 para piscina olímpica - Vulcano SA,0.06666666666666667,41,0,26,16,2,26,1.5769230769230769,45.11538461538461,82
Filtro VB-400 para piscina olímpica - Vulcano SA,0.17647058823529413,33,0,22,12,8,20,1.65,111.5,105
Filtro VB-500 para piscina olímpica - Vulcano SA,0.20689655172413793,26,0,19,13,5,19,1.368421052631579,44.94736842105263,74
Filtro VC-10 para piscina - Vulcano SA | Brasil,0,2,0,2,0,0,2,1,9,7
Filtro VC-200 R para piscina - Vulcano SA,0.08163265306122448,49,0,39,16,5,39,1.2564102564102564,59.15384615384615,130
Filtro VF 2000 archivos - Vulcano SA,0,2,0,1,1,0,1,2,18,3
Filtro VF-1000 con válvula automática archivos - Vulcano SA,0,2,0,1,0,0,1,2,14,4
Filtro VF-2000 con válvula manual archivos - Vulcano SA,0,1,0,1,1,0,1,1,4,2
Filtro para ionizador solar ION-100 - Vulcano SA,0,5,0,5,4,0,5,1,29.6,13
Filtros para piscinas ¡Descubrí las señales para cambiar su carga!,0,1,0,1,1,0,1,1,27,4
Filtros para sodería archivos - Vulcano SA,0.0392156862745098,123,0,96,25,6,96,1.28125,16.677083333333332,281
Flüssigkeitsleitung - Vulcano SA,0,0,0,1,1,0,1,0,32,1
Fondo de embutir - Vulcano SA,0,1,0,1,0,0,1,1,1,2
Fondo de embutir p/luminaria orientable - Vulcano SA,0,2,0,2,2,0,2,1,37.5,7
Footer vulcano – Vulcano SA,0,1,0,1,1,0,1,1,0,2
Fuente Switching 10A (120W) - Vulcano SA,0,5,0,5,1,4,5,1,19,20
Fuente Switching 3.2A (36W) - Vulcano SA,0,1,0,1,1,0,1,1,5,2
Fuente Switching 3.2A (40W) - Vulcano SA,0,3,0,3,3,0,3,1,49.666666666666664,8
Fuente de alimentación sellada 100W - Vulcano SA,0,7,0,5,2,3,5,1.4,19.8,19
Fuente de alimentación sellada 150W - Vulcano SA,0,2,0,2,1,0,2,1,7.5,6
Fuente de alimentación sellada 200W - Vulcano SA,0,1,0,1,1,0,1,1,0,1
Fuentes de alimentación archivos - Vulcano SA,0,33,0,24,15,2,24,1.375,76.04166666666667,78
Gancho AISI para soga - Vulcano SA,0,2,0,2,1,0,1,2,0,3
Gancho mariposa - Vulcano SA,0,2,0,2,0,2,2,1,29,8
Gewickelter Stator - BAP 0.33 (AL) - Vulcano SA,0,0,0,1,0,0,1,0,13,1
Guarda cerámica - Agua - Vulcano SA,0,3,0,3,1,2,3,1,70.66666666666667,9
Guarda cerámica - Viento - Vulcano SA,0,5,0,4,4,0,4,1.25,7.25,10
Hasta 4 metros archivos - Vulcano SA,0,1,0,1,0,1,1,1,9,4
Heat pump POOL-INVERTER 110 - Vulcano SA,0,1,0,2,1,0,2,0.5,22,5
Heat pumps - Heating for swimming pools - Vulcano SA,0,0,0,2,0,0,2,0,50.5,4
Hidrojet aro blanco - Vulcano SA,0,36,0,29,15,8,29,1.2413793103448276,37.51724137931034,114
Hidrojet aro cromado - Vulcano SA,0.10526315789473684,19,0,14,6,2,14,1.3571428571428572,16.5,51
Hidromasajeador AISI 316 p/insertar - Vulcano SA,0.16666666666666666,5,0,5,2,0,5,1,8.8,12
"Hidromasajeador Blanco - Agua ø50 / Aire H 1/2"" (FV) - Vulcano SA",0,29,0,22,12,4,22,1.3181818181818181,40,73
"Hidromasajeador Blanco - Agua ø50 / Aire H 1/2"" (Hº) - Vulcano SA",0.09523809523809523,26,0,14,9,0,14,1.8571428571428572,52.285714285714285,56
Hidromasajeador Blanco - Agua ø50 / Aire ø20 (FV) - Vulcano SA,0,13,0,9,7,2,9,1.4444444444444444,27.666666666666668,33
Hidromasajeador Blanco - Agua ø50 / Aire ø20 (Hº) - Vulcano SA,0.05405405405405406,41,0,24,18,2,24,1.7083333333333333,58.916666666666664,116
"Hidromasajeador blanco RM 1 1/2"" - FV - Vulcano SA",0.0625,16,0,15,8,2,14,1.1428571428571428,24.285714285714285,38
"Hidromasajeador blanco RM 1 1/2"" - Hormigón - Vulcano SA",0.07692307692307693,38,0,25,17,2,24,1.5833333333333333,28.333333333333332,108
Hidromasajeadores archivos - Vulcano SA,0.02631578947368421,54,0,35,18,0,35,1.542857142857143,36.65714285714286,125
Hidromasajes - Vulcano SA,0.018518518518518517,131,0,105,34,5,104,1.2596153846153846,19.134615384615383,315
Hidromassagens - Vulcano SA,0,0,0,1,0,0,1,0,7,1
Home - Vulcano SA,0.07142857142857142,1,0,13,4,1,13,0.07692307692307693,15.923076923076923,117
Hongo - Vulcano SA,0,2,0,2,1,0,2,1,13,8
Horqueta con clip - Vulcano SA,0.1111111111111111,8,0,8,5,3,7,1.1428571428571428,14.571428571428571,29
Hydromassages - Vulcano SA,0.5,1,0,1,1,0,1,1,24,3
Härtekontrollkit - Vulcano SA,0,0,0,1,1,0,1,0,17,1
ION-100 Solar Ionizer - Vulcano SA,0,0,0,1,0,0,1,0,39,2
Ich möchte Wiederverkäufer werden - Vulcano SA,0,0,0,1,1,0,1,0,708,5
Iluminación archivos - Página 2 de 8 - Vulcano SA,0,3,0,1,1,0,1,3,34,4
Iluminación archivos - Página 3 de 8 - Vulcano SA,0,1,0,1,1,0,1,1,0,1
Iluminación archivos - Página 6 de 8 - Vulcano SA,0,3,0,1,0,0,1,3,80,5
Iluminación archivos - Vulcano SA,0.02564102564102564,102,0,36,18,12,36,2.8333333333333335,41.638888888888886,198
Iluminación para piscinas - Página 2 de 2 - Vulcano SA,0,3,0,1,0,0,1,3,22,6
Iluminación para piscinas - Página 2 de 8 - Vulcano SA,0.5,2,0,1,1,0,1,2,5,5
Iluminación para piscinas - Página 3 de 8 - Vulcano SA,0,30,0,11,4,4,11,2.727272727272727,41.18181818181818,58
Iluminación para piscinas - Página 4 de 8 - Vulcano SA,0,5,0,2,0,0,2,2.5,29,8
Iluminación para piscinas - Página 5 de 8 - Vulcano SA,0,1,0,1,1,0,1,1,6,3
Iluminación para piscinas - Página 6 de 8 - Vulcano SA,0,2,0,1,0,0,1,2,10,4
Iluminación para piscinas - Página 7 de 8 - Vulcano SA,0,3,0,1,0,0,1,3,13,5
Iluminación para piscinas - Vulcano SA,0.0297029702970297,263,0,87,42,23,86,3.058139534883721,59.83720930232558,506
Impulsor BAC 1.50HP - Vulcano SA,0.09090909090909091,10,0,7,6,1,7,1.4285714285714286,6.857142857142857,20
Impulsor BAC 2.00HP - Vulcano SA,0,11,0,8,4,2,8,1.375,19.25,35
Impulsor BAC 3.00HP - Vulcano SA,0,9,0,6,5,1,6,1.5,40.666666666666664,25
Impulsor BAE / BAF / BAP / BAS 0.33HP - Vulcano SA,0.14285714285714285,8,0,6,5,1,6,1.3333333333333333,13.833333333333334,28
Impulsor BAE / BAP / BAS / BAT 0.50HP - Vulcano SA,0.05555555555555555,20,0,12,8,1,12,1.6666666666666667,26.833333333333332,56
Impulsor BAE / BAP 1.25HP - Vulcano SA,0,2,0,2,2,0,2,1,189,7
Impulsor BAE / BAT / BAP 0.75HP - Vulcano SA,0,10,0,8,5,0,8,1.25,44.375,28
Impulsor BAE / BAT / BAP 1.00HP - Vulcano SA,0.2727272727272727,10,0,8,7,1,8,1.25,11.125,29
Impulsor ECM 0.50HP - Vulcano SA,0,2,0,2,0,0,2,1,10,4
Impulsor ECM 0.75HP - Vulcano SA,0,4,0,4,1,0,4,1,12.5,9
Impulsor ECT 1.00HP - Vulcano SA,0.2,5,0,4,2,0,4,1.25,17.25,11
Inicio - Vulcano SA | Brasil,0.25,9,0,3,2,0,3,3,25,68
Inicio v2 - Vulcano SA,0,7,0,1,1,0,1,7,112,67
Installation Accessories - Vulcano SA,0,0,0,1,0,0,1,0,17,2
Juego de rep. pistón con O'Ring y separador - Vulcano SA,0,1,0,1,0,1,1,1,0,3
Junta (pasamuro power LED) - Vulcano SA,0,1,0,1,0,1,1,1,4,5
"Junta blanca 2 1/2"" - Vulcano SA",0,2,0,2,2,0,2,1,3,5
"Junta blanca 2"" - Vulcano SA",0.5,1,0,1,1,0,1,1,0,3
Junta cuerpo filtro - Vulcano SA,0,3,0,3,3,0,3,1,15.666666666666666,8
"Junta de goma 4"" - Vulcano SA",0,1,0,1,1,0,1,1,14,3
Junta de goma para luminaria spot FV - Vulcano SA,0,3,0,2,0,2,2,1.5,17.5,10
Junta de goma para tabla - Vulcano SA,0.5,1,0,1,1,0,1,1,0,3
Junta de goma para tapa visora BAE / BAF - Vulcano SA,0,12,0,12,5,4,12,1,24.5,39
Junta de goma para tapa visora BAT - Vulcano SA,0,12,0,9,4,3,9,1.3333333333333333,22.666666666666668,42
"Junta estrella 1 1/2"" - Vulcano SA",0.09090909090909091,22,0,19,14,3,19,1.1578947368421053,33.1578947368421,71
"Junta estrella 2"" - Vulcano SA",0.15384615384615385,10,0,9,7,2,9,1.1111111111111112,12.777777777777779,28
Junta para cuerpo intermedio BAC - Vulcano SA,0,2,0,2,2,0,2,1,33.5,5
Junta para difusor BAC - Vulcano SA,0,7,0,5,3,1,5,1.4,135.8,21
Junta para lente luminaria - Vulcano SA,0,2,0,1,1,0,1,2,8,4
Junta para propulsor - Vulcano SA,0,1,0,1,1,0,1,1,6,2
Junta para regulador de aire - Vulcano SA,0,2,0,1,0,1,1,2,19,7
Junta rotor cónico - Vulcano SA,0,4,0,4,4,0,4,1,19.75,14
Junta skimmer boca chica - Vulcano SA,0,3,0,3,2,0,3,1,28.666666666666668,8
Junta tapa filtro - Vulcano SA,0,3,0,3,0,2,3,1,10.666666666666666,10
Junta tubo visor - Vulcano SA,0,3,0,3,3,0,3,1,10.333333333333334,9
Keramikschutz - Wind - Vulcano SA,0,0,0,1,1,0,1,0,118,1
Kit carriles KLASIK A - 2.15 m - Vulcano SA,0,2,0,2,0,0,2,1,20,4
Kit carriles KLASIK A - 2.50 m - Vulcano SA,0,2,0,1,1,0,1,2,48,4
Kit carriles KLASIK B - 2.50 m - Vulcano SA,0,1,0,1,1,0,1,1,41,2
Kit carriles KLASIK C - 2.15 m - Vulcano SA,0,9,0,3,2,0,3,3,17,13
Kit carriles KLASIK C - 2.50 m - Vulcano SA,0,2,0,2,1,0,2,1,2.5,4
Kit control de dureza - Vulcano SA,0.058823529411764705,33,0,30,13,1,30,1.1,38.666666666666664,85
Kit de unión - 25 mm - Vulcano SA,0,2,0,2,1,0,2,1,1.5,4
Kit de unión - 40 mm - Vulcano SA,0,1,0,1,0,1,1,1,3,4
Kit repuesto - Determinadores cloro/pH (IM) - Vulcano SA,0.11764705882352941,15,0,14,10,1,13,1.1538461538461537,31.153846153846153,46
Kollektor mit seitlichem Abgang PN10 - PN16 ø50 mm (zum Verkleben) - Vulcano SA,0,0,0,1,1,0,1,0,46,1
Kurze Montageschiene - Vulcano SA,0,0,0,1,1,0,1,0,13,2
LUMIPOOL 4W luz blanca - Vulcano SA,0.06666666666666667,34,0,25,14,2,25,1.36,28.8,85
LUMIPOOL 9W luz RGB - Vulcano,0,2,0,1,0,1,1,2,0,5
LUMIPOOL archivos - Vulcano SA,0.013333333333333334,91,0,60,32,4,60,1.5166666666666666,14.133333333333333,212
LUMIPOOL 档案 - Vulcano SA,0,0,0,1,0,0,1,0,10,1
Laboratorio archivos - Vulcano SA,0,43,0,34,18,0,34,1.2647058823529411,20.058823529411764,94
Led RGB archivos - Vulcano SA,0,3,0,2,2,1,2,1.5,34.5,14
Lente rugoso - Vulcano SA,0,2,0,1,1,0,1,2,4,4
Limpadores de Piscina Venturi - Vulcano SA,0.3333333333333333,0,0,1,1,0,1,0,440,6
Limpiafondo 8 ruedas fijas - Vulcano SA,0.08139534883720931,92,0,69,35,8,69,1.3333333333333333,26.92753623188406,255
Limpiafondo 8 ruedas giratorias - Vulcano SA,0,29,0,24,8,4,24,1.2083333333333333,34.375,89
Limpiafondo de aluminio 48 cm - Vulcano SA,0.02040816326530612,53,0,44,18,7,44,1.2045454545454546,34.20454545454545,159
Limpiafondo medialuna liviano - Vulcano SA,0.041666666666666664,30,0,19,9,1,18,1.6666666666666667,19,74
Limpiafondo medialuna pesado - Vulcano SA,0.03571428571428571,36,0,25,11,3,25,1.44,14.24,78
Limpiafondo ovalado - Vulcano SA,0,22,0,16,9,0,16,1.375,23.125,54
Limpiafondo rectangular con cepillos - Vulcano SA,0.05825242718446602,115,0,87,32,37,85,1.3529411764705883,22.04705882352941,356
Limpiafondo triangular - Vulcano SA,0.0410958904109589,83,0,57,31,11,57,1.456140350877193,29.70175438596491,226
Limpiafondos Venturi - Vulcano SA,0.06060606060606061,69,0,52,23,9,51,1.3529411764705883,31.15686274509804,183
Limpiafondos aluminio 83 cm - Vulcano SA,0.0967741935483871,32,0,26,10,5,26,1.2307692307692308,32.46153846153846,86
Limpiafondos archivos - Vulcano SA,0.03463203463203463,286,0,171,74,4,171,1.672514619883041,38.78362573099415,733
Limpiafondos de aluminio 35 cm - Vulcano SA,0.023809523809523808,91,0,64,31,7,63,1.4444444444444444,31.428571428571427,239
Llave de paso para ducha - Vulcano SA,0,21,0,18,3,14,18,1.1666666666666667,10.61111111111111,64
Llave de purga - Vulcano SA,0,5,0,3,3,0,3,1.6666666666666667,45,11
Luminaria orientable PAR56 300W - Hormigón - Vulcano SA,0,9,0,7,4,1,7,1.2857142857142858,48,22
Luminaria para adosar BiPin 100W (LR) - Vulcano SA,0.09090909090909091,11,0,9,4,2,9,1.2222222222222223,23.333333333333332,29
Luminaria spot blanco Dicroica 50W FV - Vulcano SA,0,3,0,2,0,0,2,1.5,129.5,7
Luminaria spot blanco Dicroica 50W Hormigón - Vulcano SA,0,3,0,2,0,0,1,3,121,7
Luminaria spot blanco LED B-12 FV - Vulcano SA,0,6,0,6,1,5,6,1,12.666666666666666,22
Luminaria spot blanco LED B-12 Hormigón - Vulcano SA,0,4,0,3,1,0,3,1.3333333333333333,18.666666666666668,8
Luminaria spot blanco LED RGB-12 Hormigón - Vulcano SA,0,5,0,4,3,1,4,1.25,15.75,14
Luminaria spot cromado Dicroica 50W FV - Vulcano SA,0,1,0,1,0,0,1,1,8,2
Luminaria spot cromado LED B-12 FV - Vulcano SA,0,1,0,1,0,0,1,1,5,2
Luminaria spot cromado LED B-12 Hormigón - Vulcano SA,0,1,0,1,0,0,1,1,12,2
Luminaria spot cromado LED RGB-12 FV - Vulcano SA,0,2,0,2,1,0,2,1,16,7
Luminaria spot cromado LED RGB-12 Hormigón - Vulcano SA,0,5,0,4,3,1,4,1.25,26.75,13
Luminarias LED archivos - Vulcano SA,0,67,0,51,9,40,51,1.3137254901960784,13.117647058823529,228
Luminarias halógenas archivos - Vulcano SA,0.038461538461538464,45,0,24,11,2,24,1.875,26.041666666666668,94
Lámpara PAR56 300W - 12V - Vulcano SA,0,4,0,3,1,1,3,1.3333333333333333,36.333333333333336,11
Lámpara halógena BiPin 100W - Vulcano SA,0,1,0,1,0,0,1,1,4,2
