# ----------------------------------------
# Páginas y pantallas: Ruta de página y clase de pantalla
# Cuenta: Vulcano S.A.
# Propiedad: B2C ARG
# ----------------------------------------
# 
# Todos los usuarios
# Fecha de inicio: 20250401
# Fecha de finalización: 20250430
Título de página y clase de pantalla,Porcentaje de rebote,Vistas,Eventos clave,Total de usuarios,Usuarios recurrentes,Usuarios nuevos,Usuarios activos,Vistas por usuario activo,Tiempo de interacción medio por usuario activo,Número de eventos
Accesorios de instalación - Página 5 de 6 - Vulcano SA,0,6,0,2,1,0,2,3,27.5,12
Accesorios de instalación - Página 6 de 6 - Vulcano SA,0,3,0,1,0,0,1,3,3,4
Accesorios de instalación - Vulcano SA,0.04878048780487805,149,0,38,16,0,38,3.9210526315789473,68.47368421052632,224
Accesorios de piscinas - Vulcano SA,0.01839464882943144,2190,0,519,183,68,517,4.235976789168278,53.646034816247585,3609
Accueil - Vulcano SA,0,0,0,1,0,0,1,0,7,3
Acessórios de instalação - Vulcano SA,0,0,0,1,0,0,1,0,12,1
Acessórios para Piscina - Vulcano SA,0,2,0,2,1,0,2,1,24,5
Acople NORYL (aro suplemento) - Vulcano SA,0,1,0,1,0,0,1,1,45,3
"Acople giratorio comb. 1 1/4"" - 1 1/2"" - Vulcano SA",0.16666666666666666,6,0,5,5,0,5,1.2,12.2,16
"Acople giratorio recto combinado 1 1/4"" - 1 1/2"" - Vulcano SA",0,18,0,16,9,4,16,1.125,33.3125,46
"Acople rápido 90° combinado 1 1/4"" - 1 1/2"" - Vulcano SA",0,9,0,9,2,4,9,1,20.333333333333332,26
"Acople rápido 90° espigado 1 1/2"" - Vulcano SA",0,5,0,4,3,0,4,1.25,43,13
"Acople rápido 90° liso 1 1/2"" - Vulcano SA",0,10,0,7,4,3,7,1.4285714285714286,51.57142857142857,35
"Acople rápido combinado 1 1/4"" - 1 1/2'' archivos - Vulcano SA",0,1,0,1,0,0,0,0,0,2
"Acople rápido de bronce recto liso 2"" - Vulcano SA",0.125,7,0,7,2,6,7,1,19,32
"Acople rápido p/caño de PVC M-H rosca 1 1/2"" - pegar ø40 - Vulcano SA",0.1111111111111111,17,0,14,4,9,14,1.2142857142857142,34.642857142857146,62
"Acople rápido p/caño de PVC M-H rosca 1 1/2"" - pegar ø50 - Vulcano SA",0,8,0,7,2,3,7,1.1428571428571428,29.285714285714285,22
"Acople rápido p/caño de PVC M-H rosca 1 1/2"" - pegar ø50 archivos - Vulcano SA",0,1,0,1,0,1,1,1,4,4
"Acople rápido recto combinado 1 1/4"" - 1 1/2"" - Vulcano SA",0.15384615384615385,10,0,9,8,0,9,1.1111111111111112,74.44444444444444,32
"Acople rápido recto espigado 1 1/2"" - Vulcano SA",0,18,0,13,8,4,13,1.3846153846153846,156.07692307692307,56
"Acople rápido recto liso 1 1/2"" - Vulcano SA",0.08333333333333333,12,0,11,6,4,11,1.0909090909090908,11.909090909090908,36
"Acople rápido recto liso 1 1/4"" - Vulcano SA",0,4,0,4,0,2,4,1,61.5,16
Acoples rápidos archivos - Vulcano SA,0,30,0,26,8,1,26,1.1538461538461537,34.07692307692308,71
Adaptador para luminaria PowerLED a caño ø25 mm (piscina de hormigón) - Vulcano SA,0.125,7,0,7,2,3,7,1,28.571428571428573,22
Adaptador para luminaria PowerLED a caño ø50 mm (piscina de hormigón) - Vulcano SA,0,8,0,6,5,0,6,1.3333333333333333,25.166666666666668,25
Adhesivo para PVC N-40 x 250 ml - Vulcano SA,0,1,0,1,0,0,1,1,2,2
Adhesivo para PVC N-40 x 500 ml - Vulcano SA,0,4,0,4,2,2,4,1,56.25,15
Air switch de encendido TVA111B - Vulcano SA,0,2,0,2,0,1,2,1,20.5,7
Air switch de encendido TVA211D - Vulcano SA,0.14285714285714285,8,0,6,2,2,5,1.6,30.6,24
Air switch de protección TVP411V - Vulcano SA,0,3,0,3,2,1,3,1,21,9
Ana Sayfa - Vulcano SA,0,0,0,1,0,0,1,0,8,1
Anclaje para ducha - Vulcano SA,0,3,0,3,3,0,3,1,10,6
Anclaje para escalera y pasamanos - Vulcano SA,0,13,0,10,8,1,10,1.3,98.5,35
Anclaje para techo - Vulcano SA,0,1,0,1,0,1,1,1,10,5
Antracita x 6 kg - Vulcano SA,0.14285714285714285,6,0,6,3,3,6,1,76.33333333333333,24
Arandela AISI para multiválvula - Vulcano SA,0,1,0,1,1,0,1,1,9,5
Arandela compensación 0.50 / 0.75 / 1 HP - Vulcano SA,0,1,0,1,0,0,1,1,10,2
Arandela compensación 2 HP - Vulcano SA,0,4,0,4,0,4,4,1,8.75,15
Arandela de ajuste - Vulcano SA,0,2,0,1,1,0,1,2,17,9
Arandela de teflón - Vulcano SA,0,3,0,3,0,3,3,1,13.333333333333334,13
Arandela elástica 5/16” (tipo grower) - Vulcano SA,0,1,0,1,0,1,1,1,3,4
Arandela para tapa de filtro - Vulcano SA,0,1,0,1,0,0,1,1,12,2
Arandela rompegota - Vulcano SA,0,8,0,6,4,1,6,1.3333333333333333,17.5,18
Arandela rompegota BAC - Vulcano SA,0,1,0,1,1,0,1,1,29,2
Aro impeller amarillo - Vulcano SA,0,2,0,2,1,0,2,1,19,5
Aro impeller azul - Vulcano SA,0,4,0,4,2,0,3,1.3333333333333333,87.33333333333333,16
Aro impeller blanco - Vulcano SA,0.14285714285714285,6,0,6,3,2,6,1,16,25
Aro intermedio para luminaria spot - Vulcano SA,0,1,0,1,0,1,1,1,0,3
Aro vista cromado - Vulcano SA,0.5,1,0,1,1,0,1,1,0,3
Aro vista cromado para hidrojet - Vulcano SA,0,4,0,2,0,1,2,2,25,12
Aro vista p/luminaria orientable - Vulcano SA,0,1,0,1,1,0,1,1,9,3
Arquivos de Bombas Whirlpool - Vulcano SA,0,0,0,1,0,0,1,0,24,2
Automatic softener valve - Vulcano SA,0,0,0,1,0,0,1,0,12,2
Automatización de piscinas archivos - Vulcano SA,0,31,0,24,11,4,24,1.2916666666666667,20.125,78
Azul archivos - Vulcano SA,0,1,0,1,0,1,1,1,3,4
"BAE 075 Poolpumpe - 0,75 PS 220V monophasica - Vulcano SA",0,0,0,1,0,0,1,0,39,1
BAP 100-3 - 1.00HP 220V/380V three-phase pool pump - Vulcano SA,0,0,0,1,0,0,1,0,43,3
"BAP Poolpumpe 075 - 0,75 PS 220V Einfelle - Vulcano SA",0,0,0,1,0,0,1,0,26,1
Baranda curva 90° - Vulcano SA,0,4,0,4,3,0,4,1,4.25,9
Baranda recta para piscina 120 cm - Vulcano SA,0,2,0,1,1,0,1,2,1,4
Baranda recta para piscina 240 cm - Vulcano SA,0,5,0,5,1,4,5,1,16.6,22
Baranda recta para piscina 270 cm - Vulcano SA,0,1,0,1,0,0,1,1,4,3
Baranda recta para piscina 300 cm - Vulcano SA,0,4,0,4,3,0,4,1,26.5,11
Barandas archivos - Vulcano SA,0,20,0,15,7,5,15,1.3333333333333333,14.933333333333334,57
Base AISI pulida para anclaje - Vulcano SA,0,1,0,1,1,0,1,1,3,2
Base SQUAL-18 para trampolín - Vulcano SA,0,5,0,4,3,0,4,1.25,13.25,8
Base SQUAL-25 para trampolín - Vulcano SA,0,2,0,2,2,0,2,1,45,5
Base de filtro - Vulcano SA,0,1,0,1,1,0,1,1,28,2
Base motor BAD - Vulcano SA,0,1,0,1,1,0,1,1,6,2
Base porta lámpara para adosar - Vulcano SA,0,1,0,1,1,0,1,1,12,2
Base soporte para palanca de salto - Vulcano SA,0,2,0,2,1,1,2,1,13.5,6
Bolsa filtrante - Zuipy - Vulcano SA,0,4,0,4,0,2,4,1,17,13
Bomba BAC 1.5HP monofásica para piscina archivos - Vulcano SA,0,1,0,1,1,0,1,1,50,3
"Bomba de piscina BAC 200-3 (MI) - 2,00 HP 220 V/380 V trifásica - Vulcano SA",1,0,0,1,1,0,1,0,0,2
"Bomba de piscina BAC 300-3 (MI) - 2,70 HP 220 V/380 V trifásica - Vulcano SA",1,0,0,2,1,0,1,0,0,4
"Bomba de piscina BAE 050 - 0,50HP 220V monofásica - Vulcano SA",0,0,0,1,1,0,1,0,138,6
Bomba para piscina BAE 125 - 1.25HP 220V monofásica archivos - Vulcano SA,0,2,0,2,0,1,2,1,8,6
Bomba para piscina BAF 033 (AL) - 0.33HP 220V monofásica - Vulcano SA | Brasil,0,1,0,2,2,0,2,0.5,2,2
Bomba para piscina BAP 125 - 1.25HP 220V monofásica archivos - Página 2 de 2 - Vulcano SA,0,1,0,1,0,0,1,1,53,4
Bombas - Vulcano SA,0.021505376344086023,835,0,334,105,17,333,2.5075075075075075,34.92492492492492,1601
Bombas Centrífugas archivos - Vulcano SA,0.03278688524590164,72,0,59,11,0,59,1.2203389830508475,12.271186440677965,174
Bombas archivos - Vulcano SA,0,4,0,1,0,0,1,4,34,7
Bombas autocebantes para piscinas - Línea BAC - Vulcano,0.02564102564102564,48,0,29,19,1,29,1.6551724137931034,40.37931034482759,96
Bombas autocebantes para piscinas - Línea BAF - Vulcano,0,14,0,13,5,2,13,1.0769230769230769,9.076923076923077,34
Bombas autocebantes para piscinas - Línea BAP - Vulcano,0,65,0,34,25,1,34,1.911764705882353,29.58823529411765,134
Bombas autocebantes para piscinas - Línea BAS - Vulcano,0.0625,65,0,45,22,0,45,1.4444444444444444,9.266666666666667,143
Bombas autocebantes para piscinas - Línea BAT - Vulcano,0.05263157894736842,19,0,18,13,0,18,1.0555555555555556,17.38888888888889,46
Bombas autocebantes para piscinas Vulcano,0.03418803418803419,1647,0,588,240,2,586,2.810580204778157,47.42320819112628,3108
Bombas autocebantes para piscinas- Línea BAE - Vulcano,0.012195121951219513,100,0,56,41,1,56,1.7857142857142858,23.767857142857142,223
Bombas autodrenantes archivos - Vulcano SA,0,1,0,1,0,1,1,1,72,5
Bombas de calor - Climatización para piscinas - Vulcano SA,0.046610169491525424,291,0,178,92,15,178,1.6348314606741574,14.106741573033707,680
Bombas de piscina autoescorvantes Vulcano,0,5,0,3,1,0,3,1.6666666666666667,46.666666666666664,10
Bombas para hidromasajes archivos - Vulcano SA,0.01904761904761905,139,0,94,41,4,94,1.4787234042553192,20.97872340425532,319
Bombas para piscinas - Página 2 de 3 Vulcano,0,20,0,6,2,1,6,3.3333333333333335,42.5,38
Bombas para piscinas - Página 3 de 3 Vulcano,0,9,0,4,1,0,4,2.25,10.5,16
Bombas para piscinas Vulcano,0.027131782945736434,479,0,239,52,169,238,2.0126050420168067,42.77731092436975,1282
Bombas sopladoras de aire archivos - Vulcano SA,0,2,0,1,0,1,1,2,7,5
Bombas sumergibles archivos - Vulcano SA,0.075,44,0,35,16,2,35,1.2571428571428571,14.285714285714286,101
"Boquilla combinada 1 1/2"" - 1 1/4"" - Vulcano SA",0,1,0,1,1,0,1,1,13,3
Boquilla de aspiración plana y cepillo - Zuipy - Vulcano SA,0,1,0,1,1,0,1,1,6,2
"Boquilla espiga 1 1/2"" - Vulcano SA",0,3,0,3,3,0,3,1,27.666666666666668,12
"Boquilla lisa 1 1/4"" - Vulcano SA",0,2,0,1,0,0,1,2,14,5
Bornera 1HP TF - Vulcano SA,0,1,0,1,0,1,1,1,56,5
Bornera 2/3HP - Vulcano SA,0,1,0,1,1,0,1,1,34,3
Bornera p/motor monofásico - Vulcano SA,0,5,0,4,0,4,4,1.25,22.5,19
Boya dosificadora - Grande - Vulcano SA,0.07407407407407407,28,0,24,9,8,23,1.2173913043478262,40.34782608695652,87
Boya dosificadora - Mini - Vulcano SA,0.16666666666666666,5,0,4,1,1,3,1.6666666666666667,29.333333333333332,18
Boya dosificadora - Reforzada - Vulcano SA,0.03333333333333333,31,0,26,18,4,26,1.1923076923076923,42.84615384615385,82
Boya dosificadora - Roseta - Vulcano SA,0,4,0,4,2,1,4,1,81.75,16
Boya dosificadora con termómetro - Vulcano SA,0.08333333333333333,12,0,11,5,2,11,1.0909090909090908,18.09090909090909,27
Boyas Dosificadoras archivos - Vulcano SA,0.030303030303030304,38,0,31,11,0,31,1.2258064516129032,16.870967741935484,96
Brida BAE / BAT / BAD - Vulcano SA,0,2,0,2,1,0,2,1,14,3
Brida ECM 0.50HP - Vulcano SA,0,3,0,3,2,0,3,1,51.666666666666664,7
Brida ECM 1.00HP - Vulcano SA,0,1,0,1,0,0,1,1,21,3
Brida de aluminio (Motor BAC 1.50HP/ 2.00HP/ 2.70HP - Monofásico) - Vulcano SA,0,4,0,4,2,0,4,1,10.25,7
Brida de aluminio (Motor BAS 0.33HP/ 0.50HP - Monofásico) - Vulcano SA,0.5,1,0,1,1,0,1,1,0,3
"Buje H 1 1/2"" para roscar - Vulcano SA",0,8,0,7,6,0,7,1.1428571428571428,15,17
Buje H ø50 para pegar - Vulcano SA,0.06666666666666667,13,0,8,4,1,8,1.625,11.25,32
"Buje de reducción PN16 MH ø20 mm - 1/4"" (para pegar y roscar) - Vulcano SA",0,1,0,1,0,1,1,1,13,4
Buje de reducción PN16 ø50 - ø40 mm (para pegar) - Vulcano SA,0,1,0,1,1,0,1,1,8,2
Buje prensacable p/ caja conexiones - Vulcano SA,0,1,0,1,1,0,1,1,0,1
Bujes de reducción archivos - Vulcano SA,0.09090909090909091,13,0,11,3,0,11,1.1818181818181819,17.90909090909091,28
"Cabezal para multiválvula 6 vías 1 1/2"" - Vulcano SA",0.08333333333333333,24,0,19,13,3,19,1.263157894736842,74.89473684210526,71
Cable con ficha - Vulcano SA,0.125,9,0,7,1,4,6,1.5,45,33
Cable de carga USB - Zuipy - Vulcano SA,0,1,0,1,1,0,1,1,9,2
Caja de conexiones - Monofásica - Vulcano SA,0,5,0,3,0,1,3,1.6666666666666667,49,12
Caja de conexiones BAC Monofásica - Vulcano SA,0,1,0,1,0,0,1,1,22,4
Caja de conexiones estanca - Vulcano SA,0.15151515151515152,28,0,25,16,7,23,1.2173913043478262,19.782608695652176,84
Caja de conexión para bomba autodrenante R - Vulcano SA,0.5,1,0,1,1,0,1,1,0,3
"Canasto ABS 4"" - Vulcano SA",0,2,0,2,2,0,2,1,12,8
"Canasto AISI 8"" - Vulcano SA",0,1,0,1,1,0,1,1,18,2
Canasto BAC - Vulcano SA,0,9,0,7,4,1,7,1.2857142857142858,143.57142857142858,18
Canasto BAE 5L - Vulcano SA,0.14285714285714285,19,0,15,12,0,15,1.2666666666666666,51.666666666666664,56
Canasto BAP - Vulcano SA,0,6,0,6,5,0,6,1,35.333333333333336,17
Canasto BAS - Vulcano SA,0,3,0,2,1,0,2,1.5,19,9
Canasto BAT - Vulcano SA,0,5,0,5,3,0,5,1,143.8,19
Canasto skimmer con manija - Vulcano SA,0.125,26,0,17,11,4,17,1.5294117647058822,21.058823529411764,79
Capacitor 12.5 MF 400V - Vulcano SA,0.0625,36,0,27,9,18,27,1.3333333333333333,19.59259259259259,111
Capacitor 14 MF 400V - Vulcano SA,0,4,0,3,0,1,3,1.3333333333333333,31,9
Capacitor 20 MF 400V - Vulcano SA,0.058823529411764705,17,0,16,2,11,16,1.0625,25.3125,58
Capacitor 25 MF 400V - Vulcano SA,0,3,0,3,0,1,3,1,22.333333333333332,9
Capacitor 30 MF 400V - Vulcano SA,0,5,0,4,0,4,4,1.25,51.25,16
Capacitor 35 MF 400V - Vulcano SA,0,1,0,1,0,1,1,1,13,4
Capacitor 40MF 400V - Vulcano SA,0,1,0,1,0,1,1,1,2,5
Capital Branch - Vulcano SA,0,0,0,1,0,0,1,0,11,1
Carbón activado x 15 kg - Vulcano SA,0,24,0,18,7,6,18,1.3333333333333333,22.27777777777778,65
Carga filtrante para VF-1000 - Vulcano SA,0,12,0,9,2,0,9,1.3333333333333333,46,26
Carga filtrante para VF-2000 - Vulcano SA,0.15625,40,0,22,12,1,21,1.9047619047619047,65.76190476190476,99
Carga filtrante para filtro HB-300 - Vulcano SA,0,14,0,10,4,3,10,1.4,19.3,38
Carga filtrante para filtro HB-400 - Vulcano SA,0.2222222222222222,7,0,7,5,0,7,1,24.714285714285715,20
Carga filtrante para filtro HB-500 - Vulcano SA,0,6,0,5,2,0,5,1.2,13,15
Carga filtrante para filtro VB-300 - Vulcano SA,0,4,0,4,0,1,4,1,17.5,12
Carga filtrante para filtro VB-400 - Vulcano SA,0,3,0,3,3,0,3,1,96.66666666666667,7
Carga filtrante para filtro VB-500 - Vulcano SA,0,3,0,2,2,0,2,1.5,16.5,7
Carga filtrante para filtro VC-10 - Vulcano SA,0.15384615384615385,16,0,11,4,3,10,1.6,25.2,37
Carga filtrante para filtro VC-100 - Vulcano SA,0.0625,33,0,26,11,12,25,1.32,39.6,89
Carga filtrante para filtro VC-20 - Vulcano SA,0.08823529411764706,37,0,30,12,13,30,1.2333333333333334,35.5,108
Carga filtrante para filtro VC-200 - Vulcano SA,0.06666666666666667,14,0,11,3,4,10,1.4,42.9,39
Carga filtrante para filtro VC-250 - Vulcano SA,0.16666666666666666,6,0,5,4,0,5,1.2,9.4,12
Carga filtrante para filtro VC-30 - Vulcano SA,0.045454545454545456,91,0,68,20,38,63,1.4444444444444444,36.3968253968254,263
Carga filtrante para filtro VC-50 - Vulcano SA,0.08695652173913043,70,0,48,17,16,47,1.4893617021276595,33.95744680851064,190
Cargas filtrantes archivos - Página 2 de 2 - Vulcano SA,0,1,0,1,1,0,1,1,107,2
Cargas filtrantes archivos - Vulcano SA,0.06349206349206349,80,0,48,24,2,48,1.6666666666666667,26.145833333333332,205
Carro para bomba (base de hierro) - Vulcano SA,0.08695652173913043,23,0,19,7,12,19,1.2105263157894737,27.473684210526315,90
Carro para filtro (base plástica) - Vulcano SA,0,7,0,6,4,1,6,1.1666666666666667,13.166666666666666,20
Carro para filtro VC-10 - Vulcano SA,0,8,0,8,3,4,8,1,6.875,23
Carro para filtro VC-20 - Vulcano SA,0,4,0,3,1,0,2,2,27,8
Carros filtración portátil archivos - Vulcano SA,0.08695652173913043,26,0,20,9,0,20,1.3,38.95,59
Cartucho filtrante ø170 mm - Vulcano SA,0,5,0,5,3,2,5,1,16,24
Cartucho filtrante ø75 mm - Vulcano SA,0,8,0,7,4,0,7,1.1428571428571428,16.571428571428573,23
Cascada Cisne 17 - Vulcano SA,0,3,0,3,3,0,3,1,2.6666666666666665,5
Cascada Riviera 62 - Vulcano SA,0.16666666666666666,9,0,9,7,1,9,1,127.11111111111111,23
Cascada plástica ABS 030 (ø50) - Vulcano SA,0,2,0,2,2,0,2,1,9,4
"Cascada plástica ABS 050 (1 1/2"") - Vulcano SA",0,2,0,2,1,0,2,1,12.5,4
Cascadas archivos - Página 2 de 3 - Vulcano SA,0,35,0,11,9,3,11,3.1818181818181817,39.63636363636363,80
Cascadas archivos - Página 3 de 3 - Vulcano SA,0,8,0,5,1,0,4,2,10.75,14
Cascadas archivos - Vulcano SA,0.08490566037735849,203,0,75,42,12,74,2.7432432432432434,37.86486486486486,417
Casilla para filtro VC-30 - Vulcano SA,0.045454545454545456,23,0,20,11,1,20,1.15,29.8,56
Casilla para filtro VC-50 - Vulcano SA,0.11538461538461539,24,0,19,12,2,19,1.263157894736842,27,68
Casillas archivos - Vulcano SA,0.03333333333333333,34,0,29,10,0,29,1.1724137931034482,23.482758620689655,89
Cationic resin x 25 l - Vulcano SA,1,0,0,1,1,0,1,0,0,2
Caño central (VF 1000) - Vulcano SA,0,1,0,1,0,0,1,1,31,2
Cepillo con soporte 35 cm - Vulcano SA,0,2,0,2,1,0,2,1,18,8
Cepillo con soporte 48 cm - Vulcano SA,0.25,4,0,3,2,0,3,1.3333333333333333,74.33333333333333,11
Cepillo limpiafondo triangular - Vulcano SA,0.25,3,0,3,2,0,3,1,10,10
Cepillo metálico - curvo 46 cm (cerdas INOX) - Vulcano SA,0.18181818181818182,9,0,8,6,1,8,1.125,16,30
Cepillo metálico - curvo 46 cm (cerdas Nylon - INOX) - Vulcano SA,0,5,0,4,2,0,3,1.6666666666666667,33,15
Cepillo metálico - curvo 46 cm (cerdas Nylon) - Vulcano SA,0,4,0,4,3,0,4,1,12.75,10
Cepillo para electrodo de ionizador - Vulcano SA,0,3,0,3,0,3,3,1,25.666666666666668,13
Cepillo plástico - curvo 46 cm (cerdas PP) - Vulcano SA,0,12,0,10,8,0,10,1.2,25,36
Cepillo plástico - recto 25 cm (cerda PP) - Vulcano SA,0,2,0,2,1,0,2,1,4,6
Cepillo plástico - recto 25 cm (cerdas INOX) - Vulcano SA,0,3,0,3,2,1,3,1,56.333333333333336,11
Cepillo plástico - recto 29 cm (cerdas PP) - Vulcano SA,0.1,9,0,8,4,1,8,1.125,37.875,26
Cepillo plástico para esquinas - (cerdas PP) - Vulcano SA,0,5,0,5,3,2,5,1,34.8,17
Cepillos archivos - Vulcano SA,0.047619047619047616,22,0,20,10,2,20,1.1,27.5,61
Check Valves Archives - Vulcano SA,0,0,0,1,0,0,1,0,9,2
Cjto. Clamp Tool-Free completo c/perilla - Vulcano SA,0,5,0,4,4,0,4,1.25,121.25,14
"Cjto. Tornillo AISI 1/4 x 13/4"" - Vulcano SA",0,5,0,3,2,1,3,1.6666666666666667,9,9
Cjto. Varilla con pitón y tuerca - Vulcano SA,0,1,0,1,1,0,1,1,14,2
Cjto. cruceta para SQUAL - Vulcano SA,0,1,0,1,1,0,1,1,28,4
Cjto. perilla Clamp p/sist. Tool-Free completo - Vulcano SA,0,1,0,1,0,0,1,1,86,2
Cjto. prensacable p/luminaria 300W - Vulcano SA,0,1,0,1,1,0,1,1,1,2
Cjto. prensacable para base luminaria LED - Vulcano SA,0,1,0,1,0,1,1,1,15,5
Cjto. prensacable para fondo luminaria - Vulcano SA,0,1,0,1,1,0,1,1,62,2
Cjto. prensacable para fondo luminaria LED - Vulcano SA,0,3,0,3,2,0,3,1,12.666666666666666,7
Clamp plástico - Vulcano SA,0,6,0,5,5,1,5,1.2,22,18
Climatización de piscinas - Vulcano SA,0.02857142857142857,62,0,29,15,0,29,2.1379310344827585,33.793103448275865,139
Cloro disolución lenta archivos - Vulcano SA,0.08333333333333333,13,0,12,2,0,12,1.0833333333333333,11.166666666666666,28
Cloro disolución rápida archivos - Vulcano SA,0.2857142857142857,6,0,6,3,0,6,1,15.833333333333334,13
Cloro em pó - Dissolução lenta (20 kg) - Vulcano SA,0,0,0,1,0,0,1,0,27,1
Cloro en pastillas - 200 g (1 kg) - Vulcano SA,0.09090909090909091,11,0,9,6,0,9,1.2222222222222223,24.88888888888889,27
Cloro en pastillas - 200 g (10 kg) - Vulcano SA,0,2,0,2,0,1,2,1,29,6
Cloro en pastillas - 200 g (50 kg) - Vulcano SA,0.047619047619047616,22,0,19,3,13,19,1.1578947368421053,68,81
Cloro en pastillas - 50 g (1 kg) - Vulcano SA,0.2,4,0,4,3,0,4,1,117.75,14
Cloro en pastillas - 50 g (10 kg) - Vulcano SA,0,3,0,3,0,0,3,1,5.666666666666667,5
Cloro en pastillas - 50 g (5 kg) - Vulcano SA,0,1,0,1,0,0,1,1,13,2
Cloro en pastillas - 50 g (50 kg) - Vulcano SA,0,5,0,5,2,0,5,1,18,11
Cloro en pastillas archivos - Vulcano SA,0.08333333333333333,12,0,10,4,0,10,1.2,48.9,32
Cloro en polvo - Disolución lenta (1 kg) - Vulcano SA,0,1,0,1,0,0,1,1,67,2
Cloro en polvo - Disolución lenta (20 kg) - Vulcano SA,0,10,0,10,1,5,9,1.1111111111111112,16.11111111111111,33
Cloro granulado - Disolución lenta (1 kg) - Vulcano SA,0.1,10,0,9,3,2,9,1.1111111111111112,12.555555555555555,28
Cloro granulado - Disolución lenta (10 kg) - Vulcano SA,0,3,0,3,0,0,3,1,16.666666666666668,7
Cloro granulado - Disolución lenta (5 kg) - Vulcano SA,0,2,0,2,1,0,2,1,19.5,5
Cloro granulado - Disolución lenta (50 kg) - Vulcano SA,0.125,7,0,7,1,4,7,1,22.857142857142858,25
Cloro granulado - Disolución rápida (1 kg) - Vulcano SA,0.14285714285714285,6,0,6,3,0,6,1,14.166666666666666,13
Cloro granulado - Disolución rápida (15 kg) - Vulcano SA,0,2,0,2,1,0,2,1,41,6
Cloro granulado - Disolución rápida (45 x 1 kg) - Vulcano SA,0,10,0,10,3,8,10,1,9.6,36
Cloro granulado - Disolución rápida (5 kg) - Vulcano SA,0,1,0,1,1,0,1,1,77,2
Cloro granulado - Disolución rápida (50 kg) - Vulcano SA,0,11,0,10,2,3,10,1.1,25.2,32
Codo 45° PN16 HH ø40 mm (para pegar) - Vulcano SA,0,2,0,1,0,1,1,2,30,6
Codo 90° PN16 HH ø40 mm (para pegar) - Vulcano SA,0,2,0,2,0,1,2,1,15,5
Codo 90° PN16 HH ø50 mm (para pegar) - Vulcano SA,0,3,0,2,2,0,2,1.5,3.5,7
Codo 90° PN16 HH ø63 mm (para pegar) - Vulcano SA,0.3333333333333333,2,0,2,1,1,2,1,6.5,8
"Codo 90º c/ rosca M ½"" - Vulcano SA",0,2,0,2,1,0,2,1,60,3
Codo archivos - Vulcano SA,0.1111111111111111,9,0,9,2,1,9,1,30,23
Colector con salida central PN10 - PN16 ø63 mm (para pegar) - Vulcano SA,0,3,0,2,2,0,2,1.5,5.5,6
Colector con salida lateral PN10 - PN16 ø63 mm (para pegar) - Vulcano SA,0,1,0,1,1,0,1,1,14,2
Colector filtro VF-2000 - Vulcano SA,0,3,0,3,2,0,3,1,5.333333333333333,6
Colector para filtro HB-300 - Vulcano SA,0,2,0,2,1,0,2,1,14,4
Colector para filtro VC-10 - Vulcano SA,0,1,0,1,1,0,1,1,21,2
Colector para filtro VC-100 - Vulcano SA,0,2,0,1,0,0,1,2,99,6
Colector para filtro VC-100 / VC-200 R - Vulcano SA,0.25,3,0,2,1,1,2,1.5,0,8
Colector ranurado - Vulcano SA,0,4,0,4,3,0,4,1,19.25,11
Colector solar CS-SB01 - Vulcano SA,0.16666666666666666,12,0,12,3,0,12,1,12.333333333333334,25
Colectores archivos - Vulcano SA,0,23,0,20,8,0,20,1.15,22.4,49
Colectores solares archivos - Vulcano SA,0.06666666666666667,34,0,28,7,7,28,1.2142857142857142,16.642857142857142,98
Commercial Pools Archives - Vulcano SA,0,0,0,1,0,0,1,0,2,1
Company - Vulcano SA,0,0,0,5,0,0,5,0,44.8,11
Conducción de fluidos - Vulcano SA,0.02857142857142857,446,0,197,47,28,196,2.2755102040816326,24.316326530612244,782
Conector de mango telescópico - Zuipy - Vulcano SA,0,2,0,2,1,0,2,1,11,6
Conjunto Cabezal 1 1/2” c/O'Ring - Vulcano SA,0.15789473684210525,21,0,14,9,1,14,1.5,23.071428571428573,61
Conjunto Cabezal 2” c/O’Ring - Vulcano SA,0,1,0,1,1,0,1,1,2,2
Conjunto Cabezal 2” con O’Ring - Vulcano SA,0,7,0,6,4,1,6,1.1666666666666667,19.666666666666668,18
Conjunto interruptor - Vulcano SA,0.2,8,0,8,5,1,8,1,199.125,23
Conjunto prensa manguera - Vulcano SA,0.25,2,0,1,1,0,1,2,0,7
Contact - Vulcano SA,0.1111111111111111,0,0,9,2,0,9,0,18.11111111111111,21
Contacto - Vulcano SA,0.03783783783783784,358,0,311,91,9,309,1.1585760517799353,85.69255663430421,999
Contacto zuipy - Vulcano SA,0,26,0,5,4,0,4,6.5,83.25,64
Contenedor transparente - Zuipy - Vulcano SA,0,4,0,3,1,1,3,1.3333333333333333,17.666666666666668,11
Contramarco para boca ancha - Vulcano SA,0,1,0,1,1,0,1,1,11,4
Contramarco para boca chica - Vulcano SA,0,2,0,2,2,0,2,1,21,4
Contratuerca para hidrojet - Vulcano SA,0,1,0,1,1,0,1,1,1,4
Control remoto para Easy Pool Touch - Vulcano SA,0,8,0,8,1,2,7,1.1428571428571428,14.714285714285714,22
Control remoto para Timer Plus - Vulcano SA,0,4,0,4,1,1,4,1,3.25,9
Controlador Plus 36W para luminaria RGB (220V) - Vulcano SA,0,9,0,7,4,2,7,1.2857142857142858,65.14285714285714,25
