# ----------------------------------------
# Páginas y pantallas: Ruta de página y clase de pantalla
# Cuenta: Vulcano S.A.
# Propiedad: B2C ARG
# ----------------------------------------
# 
# Todos los usuarios
# Fecha de inicio: 20250501
# Fecha de finalización: 20250531
Título de página y clase de pantalla,Porcentaje de rebote,Vistas,Eventos clave,Total de usuarios,Usuarios recurrentes,Usuarios nuevos,Usuarios activos,Vistas por usuario activo,Tiempo de interacción medio por usuario activo,Número de eventos
Cuarzo x 20 kg - Vulcano SA,0.125,14,0,13,4,4,13,1.0769230769230769,17.692307692307693,43
Cubierta KLASIK A - Aluminio - Vulcano SA,0.03125,33,0,24,14,2,24,1.375,33.708333333333336,72
Cubierta KLASIK A - Pino - Vulcano SA,0,11,0,11,2,2,11,1,25.90909090909091,31
Cubierta KLASIK B - Aluminio - Vulcano SA,0,21,0,19,6,9,19,1.105263157894737,51.21052631578947,72
Cubierta KLASIK B - Pino - Vulcano SA,0.16666666666666666,5,0,4,2,0,4,1.25,38.25,11
Cubierta KLASIK C - Aluminio - Vulcano SA,0.045454545454545456,21,0,18,5,5,17,1.2352941176470589,34.11764705882353,52
Cubierta KLASIK C - Pino - Vulcano SA,0,27,0,14,6,6,14,1.9285714285714286,72.71428571428571,75
Cubiertas para piscinas archivos - Vulcano SA,0.07142857142857142,65,0,45,25,8,43,1.5116279069767442,28.58139534883721,196
Cubre ventilador - Vulcano SA,0,6,0,4,2,0,4,1.5,18,13
Cubre ventilador plástico para motor - Vulcano SA,0,8,0,6,2,4,6,1.3333333333333333,21.5,28
Cuchara dosificadora - 20 g - Vulcano SA,0,19,0,16,3,13,16,1.1875,11.9375,69
Cuerpo 2 vías con boca para roscar - Vulcano SA,0,3,0,2,2,0,2,1.5,30,8
Cuerpo 3 vías con boca para pegar - Vulcano SA,0.3333333333333333,3,0,2,2,0,2,1.5,12,9
Cuerpo 3 vías con boca para roscar - Vulcano SA,0,5,0,4,2,0,4,1.25,61,14
Cuerpo BAC - Vulcano SA,0,4,0,3,2,0,3,1.3333333333333333,32,11
Cuerpo BAD 0.50 / 0.75 / 1.00 - Vulcano SA,0,2,0,1,1,0,1,2,24,5
Cuerpo BAE / BAF 5L - Vulcano SA,0,4,0,4,3,1,4,1,19.25,12
Cuerpo BAT - Vulcano SA,0,1,0,1,1,0,1,1,10,4
Cuerpo autocebante BAP - Vulcano SA,0.2,4,0,4,2,2,4,1,75,16
Cuerpo autocebante BAS - Vulcano SA,0,4,0,3,2,0,3,1.3333333333333333,34,11
Cuerpo de anclaje ducha - Vulcano SA,0,2,0,1,1,0,1,2,13,5
Cuerpo de anclaje escalera - Vulcano SA,0,4,0,4,3,0,3,1.3333333333333333,25.666666666666668,10
Cuerpo de caja de conexiones - Vulcano SA,0,3,0,3,2,1,3,1,8.666666666666666,12
Cuerpo de caja de conexiones BAD 125 - Vulcano SA,0,1,0,1,1,0,1,1,234,2
Cuerpo de caja de conexión - Monofásico - Vulcano SA,0,3,0,2,2,0,2,1.5,101.5,9
Cuerpo fundición gris ECM 0.50HP - Vulcano SA,0,5,0,2,2,0,2,2.5,185.5,12
Cuerpo fundición gris ECM 0.75 / 1.00HP - Vulcano SA,0,4,0,3,2,0,3,1.3333333333333333,12.666666666666666,10
Cuerpo intermedio BAC - Vulcano SA,0,3,0,3,3,0,3,1,124,9
Cuerpo intermedio BAE / BAP / BAF / BAD 5L - Vulcano SA,0.07692307692307693,9,0,7,5,1,7,1.2857142857142858,12.285714285714286,27
Cuerpo intermedio BAS - Vulcano SA,0.25,3,0,3,3,0,3,1,10.333333333333334,8
Cuerpo intermedio BAT - Vulcano SA,0.25,3,0,3,3,0,3,1,77,6
Cuerpo limpiafondo 8 ruedas - Vulcano SA,0,4,0,3,3,0,3,1.3333333333333333,18.666666666666668,11
Cuerpo marrón 6 vías s/junta p/ unión doble - Vulcano SA,0,2,0,2,2,0,2,1,12.5,5
"Cuerpo marrón 6V 2"" - Vulcano SA,0,3,0,3,3,0,3,1,24,7"
"Cuerpo multiválvula 6 vías 2"" - Vulcano SA,0,2,0,2,1,0,2,1,94,5"
"Cuerpo mv 6 vías 1 1/2"" (con buje) - Vulcano SA,0,4,0,4,3,0,4,1,174,9"
"Cuerpo mv 6 vías 1 1/2"" - Vulcano SA,0,5,0,4,3,0,4,1.25,26,13"
Cuerpo mv lateral - Vulcano SA,0,1,0,1,1,0,1,1,21,3
Cuerpo para boquilla - Vulcano SA,0,1,0,1,1,0,1,1,8,3
Cuerpo para hidrojet - Vulcano SA,0,7,0,6,5,1,6,1.1666666666666667,23.333333333333332,19
Cuerpo para hidromasajeador - Vulcano SA,0,3,0,2,2,0,2,1.5,27,9
Cuerpo para propulsor - Vulcano SA,0,2,0,1,1,0,1,2,19,5
Cuerpo para regulador - Vulcano SA,0,2,0,1,1,0,1,2,13,5
Cuerpo para retorno insertable ø45 - Vulcano SA,0,1,0,1,1,0,1,1,5,2
Cuerpo para succión antivortex - Vulcano SA,0,2,0,1,1,0,1,2,15,5
Cuerpo para unión doble HH pegar ø63 - Vulcano SA,0,2,0,2,1,0,2,1,36,5
"Cuerpo para unión doble HH roscar 2"" - Vulcano SA,0,6,0,4,4,0,4,1.5,29,13"
Cuerpo portalámpara p/luminaria orientable - Vulcano SA,0,1,0,1,0,1,1,1,17,5
Cuerpo principal - Zuipy - Vulcano SA,0,3,0,3,2,0,3,1,8.666666666666666,7
Cuerpo virola con aro para pegar - Vulcano SA,0,3,0,2,2,0,2,1.5,11,9
Cuerpo virola con aro para roscar - Vulcano SA,0,5,0,4,3,1,4,1.25,47,16
Cupla PN16 HH ø40 mm (para pegar) - Vulcano SA,0,2,0,2,1,0,2,1,6.5,5
Cupla PN16 HH ø50 mm (para pegar) - Vulcano SA,0,1,0,1,0,0,1,1,28,2
Cupla archivos - Vulcano SA,0,7,0,7,5,0,7,1,4,15
Cupla de conexión - Vulcano SA,0,3,0,2,2,0,2,1.5,16,8
Cupla porta sensor de temperatura - ø50 mm - Vulcano SA,0,3,0,3,3,0,3,1,17.666666666666668,9
Curva 90° PN16 HH ø40 mm (para pegar) - Vulcano SA,0,1,0,1,1,0,1,1,5,4
Curva 90° PN16 HH ø63 mm (para pegar) - Vulcano SA,0,1,0,1,0,0,1,1,33,2
Curva archivos - Vulcano SA,0,5,0,5,4,0,5,1,28.4,13
Cómo cambiar la carga del filtro de tu piscina, ¡paso a paso! Vulcano SA -,0.5,1,0,1,1,0,1,1,55,4
Decoración y confort archivos - Página 2 de 9 - Vulcano SA,0,2,0,1,0,0,1,2,14,4
Decoración y confort archivos - Página 3 de 9 - Vulcano SA,0,2,0,1,0,0,1,2,24,3
Decoración y confort archivos - Página 4 de 9 - Vulcano SA,0,10,0,3,2,0,3,3.3333333333333335,19.333333333333332,15
Decoración y confort archivos - Página 5 de 9 - Vulcano SA,0,6,0,2,2,0,2,3,24.5,13
Decoración y confort archivos - Página 6 de 9 - Vulcano SA,0,2,0,1,1,0,1,2,43,4
Decoración y confort archivos - Página 9 de 9 - Vulcano SA,0,4,0,3,2,0,3,1.3333333333333333,1.6666666666666667,9
Decoración y confort archivos - Vulcano SA,0,87,0,18,8,0,18,4.833333333333333,64.27777777777777,124
Deflector de goma 35 cm - Vulcano SA,0,1,0,1,0,0,1,1,21,3
Deflector de goma 83 cm - Vulcano SA,0,1,0,1,0,1,1,1,4,4
Deshumidificadores archivos - Vulcano SA,0.03636363636363636,64,0,42,32,3,41,1.5609756097560976,17.51219512195122,151
Determinador de cloro (IM) - Vulcano SA,0.25,3,0,3,2,0,3,1,0,6
Determinador de cloro - Vulcano SA,0,4,0,3,3,0,3,1.3333333333333333,11,11
Determinador de pH (IM) - Vulcano SA,0,1,0,1,1,0,1,1,8,3
Determinador de pH - Vulcano SA,0,10,0,8,5,2,8,1.25,11.375,27
Difusor BAC - Vulcano SA,0.14285714285714285,10,0,5,4,1,5,2,41.6,31
Difusor BAE / BAP / BAS / BAT - Vulcano SA,0,6,0,5,2,0,5,1.2,14.4,17
Difusor BAE / BAP / BAS 0.33 - Vulcano SA,0.3333333333333333,5,0,4,4,0,4,1.25,28.5,16
Difusor inferior - Vulcano SA,0,1,0,1,0,0,1,1,5,2
Difusor superior - Vulcano SA,0,1,0,1,0,0,1,1,2,2
Dosificadores de cloro archivos - Vulcano SA,0.07142857142857142,31,0,25,13,1,25,1.24,10.08,70
Dosing buoy - Mini - Vulcano SA,0,0,0,1,1,0,1,0,2,1
Dosing buoy - Reinforced - Vulcano SA,0,0,0,1,0,0,1,0,43,1
Ducha bastón para piscina - Vulcano SA,0,24,0,20,13,1,20,1.2,16.7,58
Ducha solar para piscina hoja gris - Vulcano SA,0.058823529411764705,23,0,14,8,1,14,1.6428571428571428,23.928571428571427,47
Duchas archivos - Vulcano SA,0.05,46,0,35,15,5,35,1.3142857142857143,22.97142857142857,113
Electrodo de cobre para ionizador solar ION-100 - Vulcano SA,0.038461538461538464,30,0,25,4,13,25,1.2,22.32,94
Elementor #116139 - Vulcano SA,0,5,0,1,1,0,1,5,30,15
Elimina el sarro y mejorá la calidad del agua con un solo producto,0,3,0,1,1,0,1,3,2,8
Empresa - Vulcano SA,0.028081123244929798,759,0,540,159,86,536,1.416044776119403,33.44962686567164,1882
"Entrerosca RM 1 1/2"" - Vulcano SA,0,5,0,3,1,0,3,1.6666666666666667,48,10"
"Entrerosca c/ rosca M 1 1/2"" - Vulcano SA,0,2,0,2,2,0,2,1,27.5,5"
Equipo presurizador EPM 075 - Vulcano SA,0.16666666666666666,12,0,10,4,1,9,1.3333333333333333,75.11111111111111,36
Equipo presurizador EPM 100 - Vulcano SA,0.08333333333333333,10,0,10,5,2,9,1.1111111111111112,73,34
Equipos de desinfección archivos - Vulcano SA,0,35,0,23,14,0,23,1.5217391304347827,39.82608695652174,71
Escalera Confort 4 ABS - Vulcano SA,0.14285714285714285,13,0,8,6,1,7,1.8571428571428572,11.857142857142858,40
Escaleras archivos - Vulcano SA,0.06521739130434782,50,0,42,22,9,41,1.2195121951219512,20,148
Esfera 2 vías - Vulcano SA,0,3,0,2,1,0,2,1.5,11.5,10
Espiga de conexión a manguera de riego - Vulcano SA,0,2,0,2,1,1,2,1,15.5,5
Espina elástica corta p/ pie motor - Vulcano SA,0,4,0,3,2,1,3,1.3333333333333333,64,12
Esponja multiuso fuerte - 15 cm - Vulcano SA,0,10,0,6,4,1,6,1.6666666666666667,45.833333333333336,24
Esponja multiuso suave - 15 cm - Vulcano SA,0,5,0,4,3,1,4,1.25,63.25,13
Estator bobinado - BAC 1.50HP - Vulcano SA,0,2,0,2,1,0,2,1,5.5,6
Estator bobinado - BAC 2.70HP - Vulcano SA,0,1,0,1,1,0,1,1,14,3
Estator bobinado - BAP 0.33 (AL) - Vulcano SA,0,3,0,3,2,0,3,1,32.333333333333336,11
Estator bobinado - BAP 0.50 (AL) - Vulcano SA,0,1,0,1,1,0,1,1,23,2
Estator bobinado - Monofásico - Vulcano SA,0,4,0,4,0,2,4,1,54.5,12
Estator bobinado 0.33HP - Monfásico - Vulcano SA,0,2,0,2,2,0,2,1,83.5,5
Estator bobinado 0.50HP - Monfásico - Vulcano SA,0,3,0,3,2,0,3,1,25.666666666666668,7
Estator bobinado 0.50HP - Monofásico - Vulcano SA,0.058823529411764705,17,0,13,5,7,13,1.3076923076923077,25.76923076923077,55
Estator bobinado 0.75HP - Monofásico - Vulcano SA,0,4,0,4,1,0,4,1,12,7
Estator bobinado 1.00HP - Monofásico - Vulcano SA,0.03225806451612903,40,0,28,6,5,27,1.4814814814814814,20.62962962962963,99
Estator bobinado 1.00HP - Trifásico - Vulcano SA,0,16,0,11,2,2,11,1.4545454545454546,36.27272727272727,46
Estator bobinado 2.00HP - Monofásico - Vulcano SA,0.25,3,0,3,1,1,3,1,29,7
Estator bobinado BAD 0.75HP - Monofásico - Vulcano SA,0,13,0,11,1,9,11,1.1818181818181819,22.818181818181817,44
Estator bobinado BAD 1.00HP - Monofásico - Vulcano SA,0,3,0,3,1,1,3,1,34,11
Etiqueta 3 vías - Vulcano SA,0,1,0,1,1,0,1,1,37,3
"Etiqueta 6 vías 1 1/2"" - Vulcano SA,0.2,5,0,3,3,0,3,1.6666666666666667,40.333333333333336,14"
"Etiqueta 6 vías 2"" - Vulcano SA,0,2,0,2,2,0,2,1,36,5"
Faq zuipy - Vulcano SA,0.08823529411764706,105,0,67,48,6,67,1.5671641791044777,113.44776119402985,267
Filter charge for VF-1000 - Vulcano SA,0,0,0,1,0,0,1,0,65,2
Filter charge for VF-2000 - Vulcano SA,0,0,0,1,0,0,1,0,32,1
Filtración piscinas - Página 2 de 4 - Vulcano SA,0,2,0,1,0,0,1,2,0,3
Filtración piscinas - Página 3 de 4 - Vulcano SA,0,5,0,2,0,0,2,2.5,12,10
Filtración piscinas - Página 4 de 4 - Vulcano SA,0,3,0,1,0,0,1,3,42,5
Filtración piscinas - Vulcano SA,0.014492753623188406,139,0,62,28,1,61,2.278688524590164,28.9672131147541,248
Filtración portátil - Vulcano SA,0.03125,41,0,26,19,0,26,1.5769230769230769,23.807692307692307,98
Filtração de Piscinas - Vulcano SA,0,3,0,1,0,0,1,3,31,4
Filtro 1400 mm bobinado RPC (ø1400 mmx1900mm, 73m3/hr, cuadro valv 110mm c/llaves mariposa - Vulcano SA | Chile,0,2,0,2,0,0,2,1,9,5
Filtro HB-300 para piscina olímpica - Vulcano SA,0.1724137931034483,33,0,21,15,5,21,1.5714285714285714,47.142857142857146,90
Filtro HB-400 para piscina olímpica - Vulcano SA,0,8,0,5,2,0,5,1.6,49.6,19
Filtro HB-500 para piscina olímpica - Vulcano SA,0.14285714285714285,14,0,10,4,0,10,1.4,62.5,38
Filtro VB-300 para piscina olímpica - Vulcano SA,0.0625,42,0,23,12,7,23,1.826086956521739,69.95652173913044,112
Filtro VB-400 para piscina olímpica - Vulcano SA,0.11428571428571428,36,0,27,12,6,26,1.3846153846153846,29.346153846153847,97
Filtro VB-500 para piscina olímpica - Vulcano SA,0.07317073170731707,41,0,28,14,10,26,1.5769230769230769,41.92307692307692,119
Filtro VC-100 para piscina - Vulcano SA | Chile,0,1,0,1,0,0,1,1,2,2
Filtro VC-200 R para piscina - Vulcano SA,0.13725490196078433,55,0,36,23,3,35,1.5714285714285714,44.714285714285715,151
Filtro VC-30 para piscina - Vulcano SA | Chile,0.5,1,0,1,1,0,1,1,0,3
Filtro de piscina VC-50 - Vulcano SA,0,0,0,1,0,0,1,0,69,2
Filtro para ionizador solar ION-100 - Vulcano SA,0.25,4,0,3,1,1,3,1.3333333333333333,32.333333333333336,13
Filtro para válvula desagote - Vulcano SA,0,1,0,1,1,0,1,1,88,8
Filtros para sodería archivos - Vulcano SA,0.012195121951219513,94,0,72,25,4,72,1.3055555555555556,16.22222222222222,216
Flangia in alluminio (motore BAC 1,50HP/ 2,00HP/ 2,70HP - Monofase) - Vulcano SA,0,0,0,1,0,0,1,0,9,1
Flexibele buizen bestanden - Vulcano SA,0,0,0,1,0,0,1,0,4,2
Fondo de embutir - Vulcano SA,0,2,0,2,1,1,2,1,5,5
Fondo de embutir p/luminaria orientable - Vulcano SA,0,1,0,1,1,0,1,1,1,2
Frequently Asked Questions - Vulcano SA,0,0,0,1,0,0,1,0,16,1
Fuente Switching 2A (24W) - Vulcano SA,0.16666666666666666,5,0,4,2,0,4,1.25,32.5,11
Fuente Switching 3.2A (40W) - Vulcano SA,0,2,0,2,2,0,2,1,16,4
Fuente de alimentación sellada 40W - Vulcano SA,0,3,0,3,3,0,3,1,21,6
Fuentes de alimentación archivos - Vulcano SA,0,36,0,16,12,0,16,2.25,52.125,73
Gancho mariposa - Vulcano SA,0,7,0,4,2,2,4,1.75,22.25,19
"Grampa 10"" sin ganchos - Vulcano SA,0,3,0,2,2,0,2,1.5,18.5,6"
Guarda cerámica - Agua - Vulcano SA,0.1111111111111111,11,0,8,2,4,8,1.375,36.25,37
Guarda cerámica - Viento - Vulcano SA,0,3,0,3,1,0,3,1,20,6
Head Office Branch - Vulcano SA,0,0,0,1,0,0,1,0,74,2
Heat Pumps - Pool Heating - Vulcano SA,0,0,0,1,0,0,1,0,2,1
Hidrojet aro blanco - Vulcano SA,0.05714285714285714,36,0,27,21,5,27,1.3333333333333333,26.185185185185187,109
Hidrojet aro cromado - Vulcano SA,0.09090909090909091,25,0,16,10,1,15,1.6666666666666667,49.8,72
"Hidromasajeador Blanco - Agua ø50 / Aire H 1/2"" (FV) - Vulcano SA,0.05555555555555555,23,0,13,7,5,13,1.7692307692307692,39.30769230769231,71"
"Hidromasajeador Blanco - Agua ø50 / Aire H 1/2"" (Hº) - Vulcano SA,0,9,0,6,6,0,6,1.5,41,21"
Hidromasajeador Blanco - Agua ø50 / Aire ø20 (FV) - Vulcano SA,0.07692307692307693,11,0,10,9,0,10,1.1,23.5,33
Hidromasajeador Blanco - Agua ø50 / Aire ø20 (Hº) - Vulcano SA,0.038461538461538464,23,0,22,18,0,20,1.15,44.15,61
"Hidromasajeador blanco RM 1 1/2"" - FV - Vulcano SA,0,13,0,11,9,2,11,1.1818181818181819,21.181818181818183,34"
"Hidromasajeador blanco RM 1 1/2"" - Hormigón - Vulcano SA,0.2,51,0,20,19,2,20,2.55,16.45,144"
Hidromasajeadores archivos - Vulcano SA,0.05128205128205128,46,0,29,22,0,29,1.5862068965517242,42.13793103448276,114
Hidromasajes - Vulcano SA,0.028037383177570093,134,0,95,42,4,95,1.4105263157894736,16.31578947368421,305
Home - Vulcano SA,0.05263157894736842,0,0,16,4,0,16,0,25.5625,169
Home Zuipy - Vulcano SA,0.053516819571865444,855,0,451,203,258,431,1.9837587006960558,66.10208816705337,2706
Hongo - Vulcano SA,0,2,0,2,1,1,2,1,129,9
Horqueta con clip - Vulcano SA,0,12,0,9,6,3,9,1.3333333333333333,36,41
Horquilla con seguro - Vulcano SA,0,4,0,2,2,0,2,2,80,14
Iluminación para piscinas - Página 2 de 8 - Vulcano SA,0,7,0,2,0,0,2,3.5,66,15
Iluminación para piscinas - Página 3 de 8 - Vulcano SA,0,48,0,13,4,5,12,4,58.333333333333336,91
Iluminación para piscinas - Página 4 de 8 - Vulcano SA,0,17,0,5,3,0,5,3.4,30.2,26
Iluminación para piscinas - Página 5 de 8 - Vulcano SA,0,7,0,3,2,0,3,2.3333333333333335,2.3333333333333335,13
Iluminación para piscinas - Página 6 de 8 - Vulcano SA,0,2,0,1,1,0,1,2,14,4
Iluminación para piscinas - Página 7 de 8 - Vulcano SA,0,11,0,3,2,0,3,3.6666666666666665,19.333333333333332,13
Iluminación para piscinas - Página 8 de 8 - Vulcano SA,0,3,0,1,1,0,1,3,84,4
Iluminación para piscinas - Vulcano SA,0.024390243902439025,462,0,107,51,15,107,4.317757009345795,63.74766355140187,754
Impulsor BAC 1.50HP - Vulcano SA,0,3,0,2,1,0,2,1.5,50.5,9
Impulsor BAC 2.00HP - Vulcano SA,0.2,6,0,4,4,0,4,1.5,90,16
Impulsor BAC 3.00HP - Vulcano SA,0.5,2,0,2,2,0,2,1,18.5,5
Impulsor BAE / BAF / BAP / BAS 0.33HP - Vulcano SA,0.3333333333333333,3,0,2,2,0,2,1.5,69,8
Impulsor BAE / BAP / BAS / BAT 0.50HP - Vulcano SA,0.125,7,0,6,5,1,6,1.1666666666666667,16,20
Impulsor BAE / BAP 1.25HP - Vulcano SA,0.25,4,0,2,2,0,2,2,10.5,11
Impulsor BAE / BAT / BAP 0.75HP - Vulcano SA,0.2,5,0,4,3,0,4,1.25,12,14
Impulsor BAE / BAT / BAP 1.00HP - Vulcano SA,0.14285714285714285,7,0,6,4,0,6,1.1666666666666667,14.333333333333334,17
Impulsor ECM 0.50HP - Vulcano SA,0,5,0,3,3,0,3,1.6666666666666667,17.333333333333332,12
Impulsor ECM 0.75HP - Vulcano SA,0,5,0,3,2,0,3,1.6666666666666667,28,10
Impulsor ECT 1.00HP - Vulcano SA,0,8,0,6,2,0,6,1.3333333333333333,23,18
Inicio - Vulcano SA | ARG,0,6,0,3,0,3,3,2,0,30
Inicio - Vulcano SA | Brasil,0,1,0,1,0,1,1,1,0,3
Inicio - Vulcano SA | Chile,0,21,0,3,1,2,3,7,156.66666666666666,181
Início - Vulcano SA,0,1,0,3,0,0,3,0.3333333333333333,62,21
Ionizador Solar: reducí el cloro y mejorá la salud en tu piscina Vulcano SA -,0,2,0,1,1,0,1,2,0,5
Juego de rep. pistón con O'Ring y separador - Vulcano SA,0,1,0,1,0,1,1,1,0,3
"Junta blanca 2 1/2"" - Vulcano SA,0,4,0,2,2,0,2,2,19.5,11"
"Junta blanca 2"" - Vulcano SA,0,3,0,3,3,0,3,1,13,8"
Junta cuerpo filtro - Vulcano SA,0,4,0,3,2,1,3,1.3333333333333333,10.333333333333334,12
Junta de goma - Vulcano SA,0,4,0,4,0,4,4,1,13.5,18
"Junta de goma 12"" - Vulcano SA,0,1,0,1,1,0,1,1,4,3"
"Junta de goma 4"" - Vulcano SA,0,2,0,2,1,1,2,1,51.5,9"
"Junta de goma 8"" - Vulcano SA,0,1,0,1,1,0,1,1,10,3"
Junta de goma para tabla - Vulcano SA,0,2,0,1,1,0,1,2,13,5
Junta de goma para tapa visora BAE / BAF - Vulcano SA,0,5,0,5,3,2,5,1,5,19
Junta de goma para tapa visora BAT - Vulcano SA,0,5,0,4,3,1,4,1.25,24.25,16
"Junta estrella 1 1/2"" - Vulcano SA,0,13,0,10,7,1,10,1.3,20.9,34"
"Junta estrella 2"" - Vulcano SA,0,4,0,3,2,0,3,1.3333333333333333,15.666666666666666,10"
Junta p/ tapa caja conexiones BAD 125 - Vulcano SA,0,1,0,1,0,0,1,1,48,2
Junta p/ toma de fondo liner - Vulcano SA,0,3,0,2,2,0,2,1.5,12.5,9
Junta para boca ancha - Vulcano SA,0,3,0,2,2,0,2,1.5,15,7
Junta para cuerpo intermedio BAC - Vulcano SA,0,2,0,2,1,0,2,1,6.5,4
Junta para difusor BAC - Vulcano SA,0,3,0,3,2,1,3,1,46,9
Junta para lente luminaria - Vulcano SA,0,2,0,1,1,0,1,2,16,5
Junta para propulsor - Vulcano SA,0,2,0,1,1,0,1,2,20,5
Junta para regulador de aire - Vulcano SA,0,2,0,1,1,0,1,2,12,5
Junta para tapón de bronce - Vulcano SA,0,6,0,4,4,0,4,1.5,30,15
Junta porta cartucho - Vulcano SA,0,4,0,4,2,2,4,1,9,14
Junta rotor cónico - Vulcano SA,0.125,6,0,5,5,0,5,1.2,60,17
Junta skimmer boca chica - Vulcano SA,0,4,0,3,3,0,3,1.3333333333333333,37,11
Junta tapa filtro - Vulcano SA,0,3,0,1,1,0,1,3,20,8
Junta tubo visor - Vulcano SA,0,3,0,2,2,0,2,1.5,23,8
Kit carriles KLASIK A - 2.15 m - Vulcano SA,0,2,0,2,1,0,2,1,21,4
Kit carriles KLASIK B - 2.50 m - Vulcano SA,0,2,0,2,1,0,2,1,21.5,4
Kit carriles KLASIK C - 2.50 m - Vulcano SA,0,3,0,3,1,0,3,1,63,6
Kit control de dureza - Vulcano SA,0.037037037037037035,29,0,26,11,1,24,1.2083333333333333,31.25,69
Kit de unión - 25 mm - Vulcano SA,0,2,0,2,2,0,2,1,10,5
Kit de unión - 40 mm - Vulcano SA,0,2,0,2,0,1,2,1,54.5,5
Kit repuesto - Determinadores cloro/pH (IM) - Vulcano SA,0.13333333333333333,11,0,9,6,0,9,1.2222222222222223,53.333333333333336,30
LED 表面安装灯具 B-4 - Vulcano SA,0,0,0,1,1,0,1,0,15,2
LUMIPOOL 4W luz blanca - Vulcano SA,0.08,27,0,22,14,0,22,1.2272727272727273,30.727272727272727,60
LUMIPOOL 9W luz RGB - Vulcano,0,1,0,1,0,1,1,1,0,3
LUMIPOOL archivos - Vulcano SA,0.047619047619047616,86,0,55,24,6,55,1.5636363636363637,13.636363636363637,199
Laboratorio archivos - Vulcano SA,0,13,0,11,6,1,11,1.1818181818181819,13.090909090909092,26
Led RGB archivos - Vulcano SA,0,8,0,3,1,3,3,2.6666666666666665,66.33333333333333,22
Lente estriado - Vulcano SA,0,3,0,2,2,0,2,1.5,31,7
Lente rugoso - Vulcano SA,0,2,0,1,1,0,1,2,15,5
Limas para tubos flexíveis - Vulcano SA,0,0,0,1,0,0,1,0,12,1
Limpiafondo 8 ruedas fijas - Vulcano SA,0.014285714285714285,70,0,47,32,4,47,1.4893617021276595,67.55319148936171,210
Limpiafondo 8 ruedas giratorias - Vulcano SA,0,14,0,10,6,2,10,1.4,49.7,36
Limpiafondo Zuipy: portátil, inalámbrico y recargable para piscinas -,0,1,0,1,1,0,1,1,0,3
Limpiafondo de aluminio 48 cm - Vulcano SA,0.05555555555555555,18,0,15,9,1,15,1.2,19.466666666666665,47
Limpiafondo medialuna liviano - Vulcano SA,0,11,0,10,7,1,10,1.1,25,27
Limpiafondo medialuna pesado - Vulcano SA,0.037037037037037035,29,0,19,13,2,19,1.5263157894736843,30.63157894736842,74
Limpiafondo ovalado - Vulcano SA,0,20,0,14,10,0,14,1.4285714285714286,13,42
Limpiafondo rectangular con cepillos - Vulcano SA,0.05263157894736842,62,0,49,26,15,49,1.2653061224489797,23.775510204081634,196
Limpiafondo triangular - Vulcano SA,0.030303030303030304,36,0,31,15,5,31,1.1612903225806452,30.258064516129032,100
Limpiafondos Venturi - Vulcano SA,0,29,0,20,12,3,20,1.45,58.05,75
Limpiafondos aluminio 83 cm - Vulcano SA,0.08333333333333333,12,0,10,6,0,10,1.2,41,30
Limpiafondos archivos - Vulcano SA,0.055248618784530384,238,0,139,83,3,139,1.7122302158273381,33.172661870503596,639
Limpiafondos de aluminio 35 cm - Vulcano SA,0.06521739130434782,44,0,37,24,3,37,1.1891891891891893,38,123
Llave de paso para ducha - Vulcano SA,0,26,0,22,2,19,22,1.1818181818181819,10.863636363636363,87
Llave de purga - Vulcano SA,0,6,0,5,2,2,5,1.2,26,19
Llave interruptora p/carros (sin cable) - Vulcano SA,0,6,0,1,0,1,1,6,168,14
Luminaria orientable PAR56 120W - Hormigón - Vulcano SA,0,4,0,3,1,1,3,1.3333333333333333,53.333333333333336,10
Luminaria orientable PAR56 300W - Hormigón - Vulcano SA,0,6,0,6,2,1,6,1,20.166666666666668,16
Luminaria spot blanco Dicroica 50W FV - Vulcano SA,0,1,0,1,1,0,1,1,11,4
Luminaria spot blanco LED B-12 FV - Vulcano SA,0.07692307692307693,12,0,3,1,1,3,4,18.666666666666668,31
Luminaria spot blanco LED B-12 Hormigón - Vulcano SA,0,7,0,5,5,0,5,1.4,42.2,16
Luminaria spot blanco LED RGB-12 FV - Vulcano SA,0,2,0,2,2,0,2,1,7.5,6
Luminaria spot cromado Dicroica 50W Hormigón - Vulcano SA,0,4,0,3,1,1,3,1.3333333333333333,39,13
Luminaria spot cromado LED B-12 FV - Vulcano SA,0.2,5,0,4,3,0,4,1.25,17.75,18
Luminaria spot cromado LED B-12 Hormigón - Vulcano SA,0,2,0,2,1,0,2,1,19,7
Luminaria spot cromado LED RGB-12 FV - Vulcano SA,0,5,0,4,2,1,4,1.25,12,15
Luminaria spot cromado LED RGB-12 Hormigón - Vulcano SA,0.2222222222222222,7,0,7,4,4,7,1,17,30
Luminarias LED archivos - Vulcano SA,0,83,0,55,16,37,55,1.509090909090909,21.29090909090909,280
Luminarias halógenas archivos - Página 2 de 2 - Vulcano SA,0,1,0,1,1,0,1,1,18,2
Luminarias halógenas archivos - Vulcano SA,0.0967741935483871,59,0,21,12,1,21,2.8095238095238093,47.19047619047619,130
Luz cascada RGB 50 cm / 5W - Vulcano SA,0,5,0,5,2,0,5,1,4,8
Lámpara PAR56 300W - 12V - Vulcano SA,0.3333333333333333,2,0,2,1,2,2,1,2.5,10
Lámpara halógena BiPin 100W - Vulcano SA,0,1,0,1,0,1,1,1,9,5
