# ----------------------------------------
# Páginas y pantallas: Ruta de página y clase de pantalla
# Cuenta: Vulcano S.A.
# Propiedad: B2C ARG
# ----------------------------------------
# 
# Todos los usuarios
# Fecha de inicio: 20250501
# Fecha de finalización: 20250531
Título de página y clase de pantalla,Porcentaje de rebote,Vistas,Eventos clave,Total de usuarios,Usuarios recurrentes,Usuarios nuevos,Usuarios activos,Vistas por usuario activo,Tiempo de interacción medio por usuario activo,Número de eventos
"Acople rápido p/caño de PVC M-H rosca 1 1/2"" - pegar ø50 - Vulcano SA,0,7,0,5,2,2,5,1.4,70.8,20"
Acople rápido p/caño de PVC M-H rosca 1 1/2″ – pegar ø50 archivos - Vulcano SA,0,2,0,2,0,2,2,1,7.5,7
"Acople rápido recto combinado 1 1/4"" - 1 1/2"" - Vulcano SA,0.0967741935483871,27,0,17,16,0,17,1.588235294117647,19.88235294117647,82"
"Acople rápido recto espigado 1 1/2"" - Vulcano SA,0,14,0,13,9,1,13,1.0769230769230769,12.923076923076923,39"
"Acople rápido recto liso 1 1/2"" - Vulcano SA,0.05,20,0,17,9,5,17,1.1764705882352942,12.529411764705882,58"
"Acople rápido recto liso 1 1/4"" - Vulcano SA,0,4,0,3,2,0,3,1.3333333333333333,9.666666666666666,9"
Acoples rápidos archivos - Vulcano SA,0.05128205128205128,53,0,33,19,7,32,1.65625,27.4375,135
"Adaptador 7/8 x 3/4"" - Vulcano SA,0,5,0,4,1,2,4,1.25,8,12"
Adaptador para luminaria PowerLED a caño ø25 mm (piscina de hormigón) - Vulcano SA,0,6,0,6,2,2,6,1,17,17
Adaptador para luminaria PowerLED a caño ø50 mm (piscina de hormigón) - Vulcano SA,0.07692307692307693,12,0,4,4,1,4,3,47.75,43
Air switch de encendido TVA111B - Vulcano SA,0,5,0,5,3,1,5,1,14.6,20
Air switch de encendido TVA211D - Vulcano SA,0,5,0,3,2,1,3,1.6666666666666667,16.666666666666668,19
Air switch de protección TVP411V - Vulcano SA,0,1,0,1,0,0,1,1,15,2
Ana Sayfa - Vulcano SA,0,0,0,1,1,0,1,0,8,7
Anclaje para ducha - Vulcano SA,0,8,0,6,6,0,6,1.3333333333333333,26.166666666666668,21
Anclaje para escalera y pasamanos - Vulcano SA,0.07142857142857142,33,0,20,17,5,20,1.65,18.65,87
Anclaje para techo - Vulcano SA,0,2,0,2,0,1,2,1,15.5,8
Antracita x 6 kg - Vulcano SA,0.1,10,0,9,2,5,9,1.1111111111111112,22.444444444444443,37
Arandela AISI para anclaje - Vulcano SA,0.25,4,0,3,3,1,3,1.3333333333333333,25.666666666666668,13
Arandela AISI para multiválvula - Vulcano SA,0.2,3,0,3,3,0,3,1,21.666666666666668,12
Arandela compensación 0.50 / 0.75 / 1 HP - Vulcano SA,0.3333333333333333,7,0,5,4,0,5,1.4,16,17
Arandela compensación 2 HP - Vulcano SA,0,5,0,5,2,3,5,1,21.8,18
Arandela de ajuste - Vulcano SA,0,3,0,2,0,0,2,1.5,9,6
Arandela de teflón - Vulcano SA,0,9,0,7,1,6,7,1.2857142857142858,44.857142857142854,29
Arandela elástica 1/4” (tipo grower) - Vulcano SA,0,5,0,4,1,2,4,1.25,9.25,13
"Arandela estrella 5/32"" - Vulcano SA,0,1,0,1,1,0,1,1,62,3"
Arandela para tapa de filtro - Vulcano SA,0,1,0,1,1,0,1,1,14,3
Arandela plástica - Vulcano SA,0,10,0,7,2,5,7,1.4285714285714286,13.142857142857142,30
Arandela plástica para multiválvula - Vulcano SA,0,2,0,2,2,0,2,1,43,5
Arandela plástica ø34 mm para multiválvula - Vulcano SA,0,2,0,2,2,0,2,1,61,7
Arandela plástica ø43 mm para multiválvula - Vulcano SA,0.5,4,0,2,2,0,2,2,75,13
Arandela rompegota - Vulcano SA,0,4,0,3,1,2,3,1.3333333333333333,18.666666666666668,12
Arandela rompegota BAC - Vulcano SA,0,1,0,1,0,0,1,1,0,1
Aro impeller amarillo - Vulcano SA,0.125,6,0,5,3,1,4,1.5,9.75,20
Aro impeller azul - Vulcano SA,0,2,0,2,1,1,2,1,30,7
Aro impeller blanco - Vulcano SA,0,2,0,2,2,0,2,1,39,5
Aro vista blanco - Vulcano SA,0,3,0,3,2,0,3,1,6.666666666666667,6
Aro vista blanco para hidrojet - Vulcano SA,0,3,0,1,1,0,1,3,30,7
Aro vista blanco para luminaria spot - Vulcano SA,0,1,0,1,1,0,1,1,7,2
Aro vista blanco para pulsador - Vulcano SA,0,3,0,2,1,1,2,1.5,10,9
Aro vista cromado - Vulcano SA,0,2,0,2,2,0,2,1,65.5,6
Aro vista cromado para hidrojet - Vulcano SA,0,4,0,2,1,0,2,2,59.5,9
Aro vista cromado para luminaria spot - Vulcano SA,0,2,0,1,1,0,1,2,38,5
Aro vista cromado para pulsador - Vulcano SA,0,2,0,1,1,0,1,2,15,6
Aro vista p/luminaria orientable - Vulcano SA,0,2,0,2,1,1,2,1,0.5,6
Aro vista para luminaria - Vulcano SA,0.3333333333333333,4,0,3,2,0,3,1.3333333333333333,17.666666666666668,10
Arquivos de Amaciadores de Água - Vulcano SA,0,0,0,1,0,0,1,0,18,2
Arquivos de bombas submersíveis - Vulcano SA,0,0,0,1,0,0,1,0,31,1
Asiento elástico - Vulcano SA,0,2,0,2,1,1,2,1,8.5,5
Automatización de piscinas archivos - Vulcano SA,0.03571428571428571,36,0,25,11,6,25,1.44,28.72,91
BAE 050 pool pump - 0.50HP 220V single phase - Vulcano SA,0,0,0,1,0,0,1,0,40,1
Baranda curva 90° - Vulcano SA,0,5,0,4,2,0,4,1.25,10.5,12
Baranda recta para piscina 120 cm - Vulcano SA,0,10,0,9,6,0,9,1.1111111111111112,52.77777777777778,19
Baranda recta para piscina 240 cm - Vulcano SA,0,2,0,2,2,0,2,1,6,4
Baranda recta para piscina 270 cm - Vulcano SA,0,4,0,3,2,0,3,1.3333333333333333,29.666666666666668,10
Baranda recta para piscina 300 cm - Vulcano SA,0,13,0,9,6,1,9,1.4444444444444444,32,37
Barandas archivos - Vulcano SA,0.030303030303030304,43,0,28,18,2,28,1.5357142857142858,29.142857142857142,115
Base AISI pulida para anclaje - Vulcano SA,0,5,0,5,4,0,5,1,49.4,16
Base SQUAL-18 para trampolín - Vulcano SA,0,6,0,5,2,1,5,1.2,16.8,17
Base SQUAL-25 para trampolín - Vulcano SA,0,5,0,5,4,0,5,1,18.4,13
Base de contacto para anclaje - Vulcano SA,0,1,0,1,1,0,1,1,20,3
Base de filtro - Vulcano SA,0,5,0,3,2,1,3,1.6666666666666667,37.333333333333336,14
Base plástica para carro porta bomba negro - Vulcano SA,0,2,0,2,1,0,2,1,20,5
Base porta lámpara para adosar - Vulcano SA,0,2,0,1,1,0,1,2,20,5
Base soporte para palanca de salto - Vulcano SA,0,4,0,4,3,0,4,1,14.5,11
Bolsa filtrante - Zuipy - Vulcano SA,0,5,0,4,0,3,4,1.25,6.75,18
Bomba BAC 1.5HP monofásica para piscina archivos - Vulcano SA,0,1,0,1,1,0,1,1,4,3
Bomba de piscina BAE 050 - 0,50HP 220V monofásica - Vulcano SA,0,0,0,1,0,0,1,0,10,1
Bomba de piscina BAF 033 (AL) - 0,33HP 220V monofásica - Vulcano SA,0,0,0,1,0,0,1,0,78,2
Bomba de piscina BAP 033 (AL) - 0,33HP 220V monofásica - Vulcano SA,0,0,0,1,0,0,1,0,49,1
Bomba para piscina BAE 033 - 0.33HP (IT) 220V monofásica - Vulcano SA | Chile,0,1,0,1,1,0,1,1,19,2
Bomba para piscina BAE 075 - 0.75HP 220V monofásica archivos - Vulcano SA,0,2,0,1,0,1,1,2,2,6
Bomba para piscina BAE 100 - 1.00HP 220V monofásica archivos - Vulcano SA,0,1,0,1,0,0,1,1,19,4
Bomba para piscina BAF 033 (AL) - 0.33HP 220V monofásica archivos - Página 2 de 2 - Vulcano SA,0,1,0,1,0,0,1,1,0,1
Bomba para piscina BAP 050 - 0.50HP 220V monofásica - Vulcano SA | Chile,0,1,0,1,0,0,1,1,6,2
Bomba para piscina BAP 100-3 - 1.00HP 220V/380V trifásica archivos - Página 2 de 2 - Vulcano SA,0,1,0,1,0,1,1,1,8,4
Bomba para piscina BAT 050 - 0.50HP 220V monofásica - Vulcano SA | Chile,0,1,0,1,0,0,1,1,12,3
Bomba para piscina BAT 100 - 1.00HP 220V monofásica archivos - Vulcano SA,0,1,0,1,0,1,1,1,6,5
Bombas - Vulcano SA,0.0225,1035,0,352,118,10,352,2.940340909090909,36.1875,1884
Bombas Centrífugas archivos - Vulcano,1,2,0,1,0,0,0,0,0,5
Bombas Centrífugas archivos - Vulcano SA,0,91,0,71,31,2,71,1.2816901408450705,15.32394366197183,209
Bombas archivos - Vulcano SA,0,2,0,2,1,0,2,1,25,8
Bombas autocebantes para piscinas - Línea BAC - Vulcano,0.02127659574468085,63,0,32,19,1,32,1.96875,33.875,142
Bombas autocebantes para piscinas - Línea BAF - Vulcano,0.038461538461538464,32,0,23,13,3,23,1.391304347826087,14.869565217391305,72
Bombas autocebantes para piscinas - Línea BAP - Vulcano,0.018518518518518517,74,0,42,29,1,41,1.8048780487804879,49.75609756097561,155
Bombas autocebantes para piscinas - Línea BAS - Vulcano,0.02702702702702703,96,0,54,23,0,54,1.7777777777777777,18.01851851851852,206
Bombas autocebantes para piscinas - Línea BAT - Vulcano,0.03333333333333333,51,0,24,15,0,24,2.125,18.5,109
Bombas autocebantes para piscinas Vulcano,0.03571428571428571,1632,0,563,217,3,563,2.8987566607460034,48.822380106571934,3026
Bombas autocebantes para piscinas- Línea BAE - Vulcano,0.009174311926605505,132,0,82,49,3,82,1.6097560975609757,18.804878048780488,304
Bombas de calor - Climatización para piscinas - Vulcano SA,0.013392857142857142,283,0,193,91,11,193,1.4663212435233162,17.253886010362695,621
Bombas de piscina autoescorvantes Vulcano,0,2,0,1,0,0,1,2,44,8
Bombas para hidromasajes archivos - Vulcano SA,0.02531645569620253,96,0,69,35,3,69,1.391304347826087,14,214
Bombas para piscinas - Página 2 de 3 Vulcano,0,27,0,15,4,0,13,2.076923076923077,16.615384615384617,50
Bombas para piscinas - Página 3 de 3 Vulcano,0,12,0,4,1,0,4,3,15.75,19
Bombas para piscinas - Vulcano SA | Chile,0,3,0,2,1,0,2,1.5,17.5,6
Bombas para piscinas Vulcano,0.014285714285714285,429,0,190,38,137,190,2.2578947368421054,33.04736842105263,1096
Bombas sumergibles archivos - Vulcano SA,0.017857142857142856,73,0,53,19,8,53,1.3773584905660377,21.71698113207547,180
"Boquilla combinada 1 1/2"" - 1 1/4"" - Vulcano SA,0,3,0,2,2,0,2,1.5,11.5,9"
Boquilla de aspiración plana y cepillo - Zuipy - Vulcano SA,0,2,0,2,1,0,2,1,11.5,5
"Boquilla espiga 1 1/2"" - Vulcano SA,0,5,0,4,3,1,4,1.25,53.25,17"
"Boquilla lisa 1 1/2"" - Vulcano SA,0,2,0,2,2,0,2,1,7.5,4"
"Boquilla lisa 1 1/4"" - Vulcano SA,0,3,0,1,1,0,1,3,25,7"
Bornera 1HP TF - Vulcano SA,0.16666666666666666,4,0,3,2,0,3,1.3333333333333333,717,11
Bornera 2/3HP - Vulcano SA,0.16666666666666666,5,0,3,2,1,3,1.6666666666666667,70.33333333333333,15
Bornera p/motor monofásico - Vulcano SA,0.1,8,0,7,2,4,7,1.1428571428571428,14.571428571428571,27
Botón para pulsador blanco - Vulcano SA,0,5,0,3,1,0,3,1.6666666666666667,17.666666666666668,12
Botón para pulsador cromado - Vulcano SA,0,1,0,1,1,0,1,1,9,2
Boya dosificadora - Grande - Vulcano SA,0,23,0,20,8,10,20,1.15,25.95,71
Boya dosificadora - Mini - Vulcano SA,0,6,0,4,3,1,4,1.5,15,17
Boya dosificadora - Reforzada - Vulcano SA,0,28,0,22,13,5,22,1.2727272727272727,24.772727272727273,75
Boya dosificadora - Roseta - Vulcano SA,0,7,0,6,3,2,6,1.1666666666666667,30.166666666666668,20
Boya dosificadora con termómetro - Vulcano SA,0,3,0,3,1,0,3,1,4.333333333333333,8
Boyas Dosificadoras archivos - Vulcano SA,0,38,0,29,15,2,29,1.3103448275862069,25.137931034482758,91
Brida BAE / BAT / BAD - Vulcano SA,0,9,0,8,6,1,8,1.125,35.875,25
Brida ECM 0.50HP - Vulcano SA,0,7,0,5,3,1,5,1.4,19.4,15
Brida ECM 1.00HP - Vulcano SA,0,5,0,5,3,0,5,1,71.2,12
Brida de aluminio (Motor BAC 1.50HP/ 2.00HP/ 2.70HP - Monofásico) - Vulcano SA,0,10,0,10,7,0,10,1,44.7,23
Brida de aluminio (Motor BAS 0.33HP/ 0.50HP - Monofásico) - Vulcano SA,0.3333333333333333,4,0,3,2,0,3,1.3333333333333333,19.333333333333332,13
"Buje H 1 1/2"" para roscar - Vulcano SA,0.1,11,0,8,5,1,8,1.375,26.625,29"
"Buje H 2"" para roscar - Vulcano SA,0,2,0,2,1,1,2,1,17,7"
Buje H ø50 para pegar - Vulcano SA,0.14285714285714285,8,0,5,4,0,5,1.6,40,22
Buje H ø63 para pegar - Vulcano SA,0,1,0,1,1,0,1,1,23,3
"Buje de reducción PN16 MH ø20 mm - 1/4"" (para pegar y roscar) - Vulcano SA,0,2,0,1,1,0,1,2,4,7"
Buje de reducción PN16 ø50 - ø40 mm (para pegar) - Vulcano SA,0.25,5,0,3,3,0,3,1.6666666666666667,85.33333333333333,18
Buje de reducción PN16 ø63 - ø50 mm (para pegar) - Vulcano SA,0,2,0,2,2,0,2,1,120,6
Buje prensacable p/ caja conexiones - Vulcano SA,0,3,0,3,2,0,3,1,17.333333333333332,8
Bujes de reducción archivos - Vulcano SA,0,13,0,10,6,0,10,1.3,15.6,28
"Cabezal para multiválvula 6 vías 1 1/2"" - Vulcano SA,0,29,0,24,9,9,24,1.2083333333333333,29.708333333333332,91"
Cable con ficha - Vulcano SA,0,1,0,1,1,0,1,1,0,1
Cable de carga USB - Zuipy - Vulcano SA,0.3333333333333333,2,0,2,2,0,2,1,20,6
Caja de conexiones - Monofásica - Vulcano SA,0.07142857142857142,14,0,11,7,4,11,1.2727272727272727,19.181818181818183,46
Caja de conexiones 1.00HP Trifásica - Vulcano SA,0,3,0,3,3,0,3,1,40.333333333333336,11
Caja de conexiones BAC Monofásica - Vulcano SA,0.3333333333333333,5,0,3,3,0,3,1.6666666666666667,25.333333333333332,11
Caja de conexiones estanca - Vulcano SA,0,34,0,29,21,8,29,1.1724137931034482,63.10344827586207,101
Caja de conexiones estanca archivos - Vulcano SA,0,2,0,2,1,0,2,1,16.5,6
Caja de conexión para bomba autodrenante R - Vulcano SA,0,2,0,2,1,1,2,1,11,8
"Canasto ABS 4"" - Vulcano SA,0.2222222222222222,9,0,6,5,0,6,1.5,25.666666666666668,23"
"Canasto AISI 12"" - Vulcano SA,0,1,0,1,0,0,1,1,0,1"
"Canasto AISI 8"" - Vulcano SA,0,3,0,2,2,0,2,1.5,8.5,6"
Canasto BAC - Vulcano SA,0,4,0,3,3,0,3,1.3333333333333333,129.66666666666666,12
Canasto BAE 5L - Vulcano SA,0.15789473684210525,22,0,12,8,1,12,1.8333333333333333,23.833333333333332,45
Canasto BAP - Vulcano SA,0.1,10,0,7,6,0,7,1.4285714285714286,16.571428571428573,29
Canasto BAS - Vulcano SA,0,5,0,3,3,0,3,1.6666666666666667,22.666666666666668,11
Canasto BAT - Vulcano SA,0,11,0,7,6,0,7,1.5714285714285714,29,31
Canasto skimmer con manija - Vulcano SA,0.03125,33,0,23,14,2,22,1.5,19.545454545454547,88
Capacitor 12.5 MF 400V - Vulcano SA,0.06896551724137931,33,0,26,7,16,26,1.2692307692307692,18.46153846153846,112
Capacitor 14 MF 400V - Vulcano SA,0.25,5,0,3,1,1,3,1.6666666666666667,19.333333333333332,14
Capacitor 20 MF 400V - Vulcano SA,0.1282051282051282,48,0,27,7,19,27,1.7777777777777777,27.48148148148148,156
Capacitor 25 MF 400V - Vulcano SA,0,1,0,1,0,0,1,1,17,3
Capacitor 30 MF 400V - Vulcano SA,0,4,0,2,1,2,2,2,34.5,13
Capacitor 35 MF 400V - Vulcano SA,0,2,0,2,0,0,2,1,23.5,4
Capacitor 40MF 400V - Vulcano SA,0,1,0,1,0,0,1,1,6,2
Capital Branch - Vulcano SA,0,0,0,1,1,0,1,0,10,2
Carbón activado x 15 kg - Vulcano SA,0.09375,31,0,26,10,10,26,1.1923076923076923,21.076923076923077,102
Carga filtrante para VF-1000 - Vulcano SA,0,14,0,9,2,0,9,1.5555555555555556,27,31
Carga filtrante para VF-2000 - Vulcano SA,0,16,0,14,5,0,14,1.1428571428571428,27.5,38
Carga filtrante para filtro HB-300 - Vulcano SA,0,5,0,5,1,2,5,1,35.4,15
Carga filtrante para filtro HB-400 - Vulcano SA,0,5,0,5,2,0,5,1,15,10
Carga filtrante para filtro HB-500 - Vulcano SA,0,6,0,5,3,0,5,1.2,34,18
Carga filtrante para filtro VB-300 - Vulcano SA,0.5,1,0,1,1,0,1,1,0,3
Carga filtrante para filtro VB-400 - Vulcano SA,0.3333333333333333,2,0,2,1,1,2,1,122.5,7
Carga filtrante para filtro VB-500 - Vulcano SA,0,6,0,4,2,2,4,1.5,22.75,15
Carga filtrante para filtro VC-10 - Vulcano SA,0.1,20,0,15,7,2,13,1.5384615384615385,27.384615384615383,53
Carga filtrante para filtro VC-100 - Vulcano SA,0.09302325581395349,45,0,37,18,13,33,1.3636363636363635,86.87878787878788,131
Carga filtrante para filtro VC-20 - Vulcano SA,0.038461538461538464,27,0,20,9,8,20,1.35,71.2,77
Carga filtrante para filtro VC-200 - Vulcano SA,0.038461538461538464,26,0,21,7,11,21,1.2380952380952381,21.285714285714285,81
Carga filtrante para filtro VC-250 - Vulcano SA,0.14285714285714285,6,0,6,5,0,6,1,19,16
Carga filtrante para filtro VC-30 - Vulcano SA,0.06060606060606061,71,0,53,30,13,50,1.42,54.5,188
Carga filtrante para filtro VC-50 - Vulcano SA,0.05194805194805195,76,0,57,23,25,54,1.4074074074074074,34.092592592592595,211
Cargas filtrantes archivos - Vulcano SA,0.014285714285714285,104,0,56,33,1,56,1.8571428571428572,25.214285714285715,226
Carro para filtro VC-10 - Vulcano SA,0,5,0,5,2,1,5,1,15.4,14
Carro para filtro VC-20 - Vulcano SA,0,7,0,6,2,1,4,1.75,10,16
Carro para filtro VC-30 - Vulcano SA,0,5,0,5,2,0,5,1,28,15
Carros filtración portátil archivos - Vulcano SA,0,33,0,19,11,1,19,1.736842105263158,19,72
Cartucho filtrante ø170 mm - Vulcano SA,0.14285714285714285,11,0,11,6,2,11,1,24.90909090909091,37
Cartucho filtrante ø75 mm - Vulcano SA,0.14285714285714285,13,0,8,5,0,8,1.625,109.25,36
Cartucho filtrante ø75 mm - Vulcano SA | Chile,0,1,0,1,0,0,1,1,7,3
Cascada Cisne 17 - Vulcano SA,0,6,0,5,3,0,5,1.2,30,17
Cascada Cisne 43 archivos - Vulcano SA,0,2,0,2,0,2,2,1,1.5,7
"Cascada plástica ABS 040 (1 1/2"") - Vulcano SA,0.07692307692307693,10,0,4,4,0,4,2.5,7.5,25"
"Cascada plástica ABS 050 (1 1/2"") - Vulcano SA,0,4,0,4,2,0,4,1,15,10"
"Cascada plástica ABS 200 (1 1/2"") - Vulcano SA,0,6,0,5,3,0,5,1.2,30,17"
Cascadas archivos - Página 2 de 3 - Vulcano SA,0.1111111111111111,31,0,8,3,2,8,3.875,45.25,59
Cascadas archivos - Página 3 de 3 - Vulcano SA,0,20,0,8,2,0,8,2.5,17.5,30
Cascadas archivos - Vulcano SA,0.03125,268,0,101,61,21,101,2.6534653465346536,41.73267326732673,552
Casilla para filtro VC-30 - Vulcano SA,0.03225806451612903,36,0,27,17,3,25,1.44,18.64,84
Casilla para filtro VC-50 - Vulcano SA,0.1,25,0,23,11,5,23,1.0869565217391304,22.652173913043477,83
Casillas archivos - Vulcano SA,0.05263157894736842,38,0,34,18,1,34,1.1176470588235294,19.794117647058822,91
Caño central (VF 1000) - Vulcano SA,0,1,0,1,0,0,1,1,7,2
Caño central - ABL 1044 - Vulcano SA,0,1,0,1,0,0,1,1,10,3
Cepillo con soporte 35 cm - Vulcano SA,0.1111111111111111,8,0,6,6,0,6,1.3333333333333333,21.166666666666668,24
Cepillo con soporte 48 cm - Vulcano SA,0,6,0,5,4,0,5,1.2,16,16
Cepillo limpiafondo rectangular - Vulcano SA,0.16666666666666666,3,0,2,1,0,1,3,3,12
Cepillo limpiafondo triangular - Vulcano SA,0,4,0,2,2,0,2,2,15.5,9
Cepillo metálico - curvo 46 cm (cerdas INOX) - Vulcano SA,0,10,0,9,5,2,9,1.1111111111111112,17.333333333333332,25
Cepillo metálico - curvo 46 cm (cerdas Nylon - INOX) - Vulcano SA,0.16666666666666666,5,0,5,4,0,5,1,2,10
Cepillo metálico - curvo 46 cm (cerdas Nylon) - Vulcano SA,0.16666666666666666,5,0,3,3,0,3,1.6666666666666667,30.333333333333332,13
Cepillo para electrodo de ionizador - Vulcano SA,0.16666666666666666,6,0,5,3,2,5,1.2,9.2,16
Cepillo plástico - curvo 46 cm (cerdas PP) - Vulcano SA,0.03125,34,0,27,23,1,27,1.2592592592592593,18.703703703703702,92
Cepillo plástico - recto 25 cm (cerda PP) - Vulcano SA,0.14285714285714285,14,0,8,4,2,8,1.75,64.25,35
Cepillo plástico - recto 25 cm (cerdas INOX) - Vulcano SA,0,3,0,3,2,1,3,1,22,9
Cepillo plástico - recto 29 cm (cerdas PP) - Vulcano SA,0.2,18,0,13,6,5,12,1.5,51.916666666666664,58
Cepillo plástico para esquinas - (cerdas PP) - Vulcano SA,0,7,0,5,3,1,5,1.4,15.4,19
Cepillos archivos - Vulcano SA,0.04878048780487805,67,0,31,22,2,31,2.161290322580645,42.83870967741935,151
Cjto. Clamp Tool-Free completo c/perilla - Vulcano SA,0,6,0,5,5,0,5,1.2,37.8,15
"Cjto. Tornillo AISI 1/4 x 13/4"" - Vulcano SA,0,2,0,2,2,0,2,1,75,5"
"Cjto. Tornillo para grampa 10"" - Vulcano SA,0,5,0,4,3,0,3,1.6666666666666667,20,12"
Cjto. Varilla con pitón y tuerca - Vulcano SA,0,2,0,2,1,1,2,1,38.5,6
Cjto. eje de rueda para carro negro - Vulcano SA,0,1,0,1,1,0,1,1,28,4
Cjto. perilla Clamp p/sist. Tool-Free completo - Vulcano SA,0,2,0,2,2,0,2,1,11.5,5
Cjto. prensacable para base luminaria - Vulcano SA,0,2,0,2,2,0,2,1,13,5
Cjto. prensacable para base luminaria LED - Vulcano SA,0,2,0,2,1,1,2,1,10.5,7
Cjto. prensacable para fondo luminaria - Vulcano SA,0,1,0,1,0,0,1,1,8,2
Cjto. prensacable para fondo luminaria LED - Vulcano SA,0,3,0,3,3,0,3,1,40.666666666666664,6
Cjto. tornillo AISI para SQUAL - Vulcano SA,0,1,0,1,1,0,1,1,16,3
Cjto. tornillo para gancho mariposa - Vulcano SA,0,1,0,1,1,0,1,1,26,3
Clamp plástico - Vulcano SA,0,9,0,5,3,1,5,1.8,21,22
Climatización de piscinas - Página 2 de 3 - Vulcano SA,0,1,0,1,1,0,1,1,0,1
Climatización de piscinas - Vulcano SA,0.021739130434782608,83,0,40,14,4,40,2.075,19.775,163
Climatizá con energía solar tu piscina, usá Solar Plac 2.2 Vulcano SA,0,1,0,1,1,0,1,1,57,2
Climatizá tu piscina con bomba de calor POOL INVERTER - Vulcano SA,0,1,0,1,1,0,1,1,47,3
Clip - Vulcano SA,0,8,0,3,2,0,3,2.6666666666666665,39,23
Cloro Granulado - Dissolução Rápida (15 kg) - Vulcano SA,0,0,0,1,0,0,1,0,26,1
Cloro disolución lenta archivos - Vulcano SA,0.16666666666666666,12,0,9,7,0,8,1.5,63.125,30
Cloro disolución rápida archivos - Vulcano SA,0,21,0,15,11,0,15,1.4,14.933333333333334,43
Cloro en pastillas - 200 g (1 kg) - Vulcano SA,0,2,0,2,1,0,2,1,16,4
Cloro en pastillas - 200 g (10 kg) - Vulcano SA,0,1,0,1,0,0,1,1,34,2
Cloro en pastillas - 200 g (50 kg) - Vulcano SA,0.06666666666666667,15,0,14,5,9,14,1.0714285714285714,49.857142857142854,53
Cloro en pastillas - 50 g (1 kg) - Vulcano SA,0,1,0,1,0,0,1,1,10,2
Cloro en pastillas - 50 g (10 kg) - Vulcano SA,0,1,0,1,0,0,1,1,40,2
Cloro en pastillas - 50 g (50 kg) - Vulcano SA,0,2,0,2,1,0,2,1,7.5,4
Cloro en pastillas archivos - Vulcano SA,0,14,0,12,7,0,12,1.1666666666666667,13.666666666666666,29
Cloro en polvo - Disolución lenta (20 kg) - Vulcano SA,0,1,0,1,0,1,1,1,0,3
Cloro granulado - Disolución lenta (1 kg) - Vulcano SA,0,8,0,6,4,1,6,1.3333333333333333,29.166666666666668,22
Cloro granulado - Disolución lenta (5 kg) - Vulcano SA,0,1,0,1,1,0,1,1,0,2
Cloro granulado - Disolución lenta (50 kg) - Vulcano SA,0.25,3,0,3,2,1,3,1,8,9
Cloro granulado - Disolución rápida (1 kg) - Vulcano SA,0,11,0,8,3,0,8,1.375,36.375,25
Cloro granulado - Disolución rápida (15 kg) - Vulcano SA,0,2,0,2,1,1,2,1,4,5
Cloro granulado - Disolución rápida (45 x 1 kg) - Vulcano SA,0,23,0,17,7,9,17,1.3529411764705883,17.176470588235293,70
Cloro granulado - Disolución rápida (5 kg) - Vulcano SA,0,4,0,3,3,0,3,1.3333333333333333,14,11
Cloro granulado - Disolución rápida (50 kg) - Vulcano SA,0.1111111111111111,8,0,8,5,2,8,1,11.5,19
Codo 90° PN16 HH ø40 mm (para pegar) - Vulcano SA,0,3,0,3,2,1,3,1,6,9
Codo 90° PN16 HH ø50 mm (para pegar) - Vulcano SA,0,6,0,4,3,0,4,1.5,62.75,11
"Codo 90º c/ rosca M ½"" - Vulcano SA,0,2,0,2,1,0,2,1,12.5,4"
Codo archivos - Vulcano SA,0,9,0,8,7,0,8,1.125,103.5,17
Colector con salida central PN10 - PN16 ø63 mm (para pegar) - Vulcano SA,0,1,0,1,0,0,1,1,3,2
Colector con salida lateral PN10 - PN16 ø50 mm (para pegar) - Vulcano SA,0,4,0,3,1,0,3,1.3333333333333333,44.333333333333336,9
Colector con salida lateral PN10 - PN16 ø63 mm (para pegar) - Vulcano SA,0.2,4,0,4,2,0,4,1,17.25,10
Colector filtro VF-2000 - Vulcano SA,0,3,0,3,2,0,3,1,12,7
Colector para filtro VC-10 - Vulcano SA,0,5,0,3,3,0,3,1.6666666666666667,50.666666666666664,13
Colector para filtro VC-100 - Vulcano SA,0,2,0,2,2,0,2,1,42,4
Colector para filtro VC-100 / VC-200 R - Vulcano SA,0,4,0,3,1,1,2,2,26,11
Colector ranurado - Vulcano SA,0,10,0,8,6,0,8,1.25,147,24
Colector solar CS-SB01 - Vulcano SA,0,9,0,6,5,0,6,1.5,27.5,23
Colectores archivos - Vulcano SA,0,16,0,16,9,0,16,1,11.625,33
Colectores solares archivos - Vulcano SA,0.02857142857142857,42,0,33,19,4,33,1.2727272727272727,26.96969696969697,116
Commercial Pools Archives - Vulcano SA,0,0,0,1,0,0,1,0,24,2
Company - Vulcano SA,0.2,0,0,4,1,0,4,0,39.5,10
Conducción de fluidos - Vulcano SA,0.03571428571428571,374,0,146,53,6,146,2.5616438356164384,40.06164383561644,706
Condução de Fluidos - Vulcano SA,0,0,0,1,0,0,1,0,50,2
Conector de mango telescópico - Zuipy - Vulcano SA,0.2,4,0,4,1,2,4,1,8,14
Conjunto Cabezal 1 1/2” c/O'Ring - Vulcano SA,0.16666666666666666,21,0,18,14,0,18,1.1666666666666667,32.77777777777778,60
